SC195 ABERDEEN TO INVERNESS				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Aberdeen	–	–		"Platform detail must be shownTo/from Ferryhill Junction – SC191"
Berryden Junction	–	–		
Kittybrewster Junction				To/from Waterloo Goods – SC197
Dyce	–	–		Platform detail must be shown
Dyce Signal HD7228	–	–		
Dyce Raith’s Farm	–	–	F	
Kintore	–	–	S	Platform detail must be shown
Inverurie	–	–		Platform detail must be shown
Inverurie Turnback Line	–	–	S	ECS Movements Only
Insch	–	–		
Kennethmont	–	–		
Huntly	–	–		Platform detail must be shown
Keith Loop	–	–		
Keith Branch Platform		–	S	Terminating Trains Only
Keith	–	–	S	"Terminating trains to be shown in BranchPlatform"
Elgin Yard	–	–	F	
Elgin	–	–		Platform detail must be shown
Forres	–	–		Platform detail must be shown
Nairn	–	–		Platform detail must be shown
Inverness Airport	–	–		Platform detail must be shown
Dalcross Freight Facility (Norbord)	–		F	
Dalcross signal HE7964		–	S	"Reversal location for access to/from freightyard"
Millburn Junction	–	–		"To/from Inverness – SC193For Inverness see SC193"
SC197 KITTYBREWSTER JUNCTION TO WATERLOO GOODS (GOODS LINE)				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Kittybrewster Junction				To/from Dyce – SC195
Kittybrewster Junction Arrival Line	–	–	F	
Aberdeen Waterloo	–	–	F	
