SO520 THREE BRIDGES TO HAVANT (VIA HORSHAM)				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Fishbourne	-	-	S	
Bosham	-	-	S	
Nutbourne	-	-	S	
Southbourne	-	-	S	
Emsworth	-	-		
Warblington	-	-	S	
Havant Signal HT501	-		S	TIPLOC HAVA501
Havant	-	-		"Platform detail must be shownTo/from Bedhampton - Refer to WessexTimetable Planning Rules - SW110"
SO520A FORD JUNCTION TO LITTLEHAMPTON JUNCTION				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Ford Junction				"To/from Ford - SO520For planning purposes this timing point isshown as Ford"
Littlehampton Junction	-	-		To/from Littlehampton - SO630
SO530 SOUTH CROYDON JUNCTION TO EAST GRINSTEAD				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
South Croydon Junction				"To/from South Croydon - SO500For planning purposes this timing point isshown as South Croydon"
Sanderstead Shunt Signal	-	-		Use TIPLOC SDSD359
Sanderstead	-	-		
Sanderstead Signal T1356	-	-		"Shunt signal T1356 availableUSE TIPLOC SDSD356"
Riddlesdown	-	-	S	
Upper Warlingham	-	-	S	Platform detail must be shown
Woldingham	-	-	S	Platform detail must be shown
Oxted	-	-		Platform detail must be shown
Hurst Green	-	-		Platform detail must be shown
Hurst Green Junction	-	-		"To/from Edenbridge Town - SO540For planning purposes this timing point isshown as Hurst Green"
Lingfield	-	-	S	
Dormans	-	-	S	
East Grinstead		-		Platform detail must be shown
