Hammerton Street Junction		
""		
Junction Margin		
First Movement	Second Movement	Margin
"Up train passes Mill Lane Junction towardsLeeds"	Down train crosses to Up Bradford	7
LN854 HALL ROYD JUNCTION TO COLTON JUNCTION		
Hebden Bridge		
""		
Junction Margins		
First Movement	Second Movement	Margin
Dep Platform 1 to Leeds	Arr Platform 1 ex Leeds	31⁄2
""		
Minimum Turnround		
"From Leeds utilising sameplatform"	6	
From Leeds and replatformed	10	
Milner Royd Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass to Hebden Bridge from Halifax	Pass towards Greetland Junction	2
Pass towards Greetland Junction	Pass from Halifax	31⁄2
"Pass from Halifax not stopping at SowerbyBridge"	Depart from Greetland Junction direction	3
Pass from Halifax stopping at Sowerby Bridge	Depart from Greetland Junction direction	5
Greetland Junction		
""		
Adjustments to Sectional Running Times		
Movement Eastbound	Reason	Value
Pass from Dryclough	Acceleration from 20 mph	"1⁄2. To beapplied afterGreetlandJunction"
Movement Westbound	Reason	Value
Pass to Dryclough Junction	Approach Control	"1⁄2. To beappliedapproachingGreetlandJunction"
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass to Dryclough Junction	Pass from Milner Royd Junction	3
Pass to Dryclough Junction	Depart to Bradley Wood	1
Pass from Milner Royd Junction	Pass to Dryclough Junction	21⁄2
Pass from Milner Royd Junction	Depart to Dryclough Junction	1
Pass from Milner Royd Junction	Pass from Dryclough Junction	31⁄2
