EA1570 MARCH EAST & WEST JUNCTIONS TO WISBECH	
""	
Whitemoor Junction	
""	
Junction Margin	Margin
All movements	3
EA1580 ELY NORTH JUNCTION TO TROWSE JUNCTION	
""	
Brandon	
""	
Dwell Time	1
Thetford	
""	
Dwell Time	1
Attleborough	
""	
Dwell Time	1
Wymondham Down Sidings	
""	
Terminal Length	
Down Sidings	45 SLUs
Wymondham Up Siding	
""	
Terminal Length	
Up Siding	45 SLUs
Wymondham	
""	
Dwell Time	1 GA
