Pontefract Monkhill		
""		
Dwell Time		
180	11⁄2 - May be reduced to 1 with prior agreement from the operator	
""		
Junction Margins		
First Movement	Second Movement	Margin
Depart to Castleford	Arrive from Crofton East Junction	41⁄2
Arrive from Crofton East Junction	Depart to Castleford	4
Passenger depart to Glasshoughton	"EDU shunt arrive from Pontefract East Jn.(Monkhill Goods Branch Single Line)"	3
""		
Minimum Turnround	11 minutes for trains from Wakefield, via Pontefract East Junction	
Pontefract East Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass from Ferrybridge	Pass to Knottingley West Junction	4
Pass to Knottingley West Junction	Pass from Ferrybridge	3
