LN644 HARTBURN JUNCTION TO BOWESFIELD JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
"Bowesfield Junction to HartburnJunction"	AB+2*	AB+2*	* TCB planned as AB
LN646 NORTON-ON-TEES SOUTH TO FERRYHILL SOUTH JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
"Norton-on-Tees South Jn toNorton-on-Tees West Jn"	AB+2	AB+2	
"Norton-on-Tees West Jn – MordenLC Sig NF7194/7195"	AB+2	AB+2	
"Morden LC Sig NF7194/7195 toFerryhill South Jn"	AB+2	AB+2	
LN652 BILLINGHAM JUNCTION TO SEAL SANDS STORAGE			
TIMING POINT	DOWN	UP	NOTES
""			
Billingham Jn. to Belasis Lane	AB+2	AB+2	
"Belasis Lane to Port Clarence/Seal Sands"	AB+2*	*Single Line NTS/OTS Working	
LN662 RYHOPE GRANGE JUNCTION TO HENDON			
TIMING POINT	DOWN	UP	NOTES
""			
"Ryhope Grange Jn to Grangetown(T&W) LC"	AB+2*	*Single Line	
Grangetown (T&W) LC to Hendon	N/A	Yard Working under PIC Authority	
"Hendon to South Dock Port ofSunderland"	N/A	Controlled by Port of Sunderland	
LN664 BOLDON EAST JUNCTION TO BOLDON NORTH JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
"Boldon East Junction to BoldonNorth Junction"	AB+2*	*Single Line TCB	
LN666 BOLDON WEST JUNCTION TO TYNE DOCK			
TIMING POINT	DOWN	UP	NOTES
""			
"Boldon West Junction to BoldonNorth Junction"	AB+2*	*Single LineTCB	
"Boldon North to Green LaneJunction"			"Only one train in either direction between theselocations"
"Green Lane Junction to TyneDock"	AB+2*	"*Single Line. Information only controlled by Port ofTyne"	
