""	Bristol Parkway			
""				
""	"Arrivals into Platform 4 from Up Tunnel, UpFilton and Avonmouth."	"Slow speed at StokeGifford Jn"	"HST/22X/DMU/80x/GWR ShortForm HST(HSTGW4)"	+{1}
""	"Arrivals into Platform 3 and 4 from DownBadminton"	"Approach control andSlow crossing move"	"HST/22X/DMU/80x/GWR ShortForm HST(HSTGW4)/387"	+{1}
""	"Crossing into the Down Bristol ParkwayGoods Loop (DGL)"	"Slow crossing move intoloops (15 mph)"	All traffic	+{11⁄2}
""	"Westerleigh Jn to Bristol Parkway platform 1Pass to Stop"	"Slower speed intoPlatform 1"	"HST, 22x, 80x,387"	{1⁄2}
""	"Trains from Patchway running into platforms1, 3 or 4 via DT"	Slow approach	All	{1⁄2}
""	"Trains from Filton Abbey Wood running intoplatforms 1, 3 or 4 via DF"	Slow approach	All	{1⁄2}
""				
""	Adjustment to Sectional Running Time (to be shown after this location)			
""	"From Bristol Parkway Platform 1 (towardsPatchway), or 3 or 4 (either route) in theDown direction"	Slow turn out	"150-172/ GWRShort Form HST(HSTGW4) /HST/22X/80x"	{1⁄2}
""				
""	Connectional Allowance	7		
""				
""	Dwell Time			
""	LH / 80x / 387 / 22x	11⁄2		
""	DMU	1		
""				
""	Turnround Allowances			
""		Class 80X (5 car)	Class 80X (9/10 Car)	
""	From Paddington	15	20	
""				
""	Platform end conflicts – 1 minute, except			
""	West End			
""	First Movement	Second Movement	Margin	
""	Up train to Up Passenger Loop (UPL)	"DowntrainfromPlatform3or4toPatchway, Filton or Avonmouth"	2	
""		"(If conflicting at Stoke Gifford No. 2 Junctionexcluding Avonmouth line)From Platform 1 or 2, or DGL"	2	
""	Up train to Platform 4	"Down train from Westerleigh to Patchway,Filton or Avonmouth"	2	
""		"Down train from Platform 3 to Patchway,Filton or Avonmouth"	2	
""		"(If conflicting at Stoke Gifford No. 2 Junctionexcluding Avonmouth line)From Platform 1 or 2, or DGL"	2	
""	Up train to Platform 3	"Down train from UPL to Patchway, Filton orAvonmouth"	2	
""		"DowntrainfromtheupgoodslooptoPatchway Filton or Avonmouth"	2	
""		"(If conflicting at Stoke Gifford no. 2 Junctionexcluding Avonmouth line)"	2	
