""	Slade Green		
""			
""	Junction Margins		
""	First Movement	Second Movement	Margin
""	Depart/pass Platform 2 to Slade Green Depot	Arrive/pass Slade Green Platform 2	31⁄2
""	Depart/pass Platform 2 to Slade Green Depot	"Pass Slade Green Platform 2 towardsPerry Street Fork Junction"	3
""	Depart/pass Platform 2 to Slade Green Depot	Arrive Slade Green Platform 2	3
""			
""	Connectional Allowance	4	
""			
""	Crew Change Times	Value	
""	Class 376/465/466 units	11⁄2 *	
""	* - Crew changes must be assumed for Dartford/Greenwich SLOW services calling off-peak only		
""			
""	Planning Note		
""	"Please be aware that by holding any train longer than 4 coaches or 82m between Slade Green Junction andCrayford Creek Junction, the end of train is likely to foul the junction at the opposing end."		
""	Slade Green Up Carriage Sidings
""	
""	Planning Restriction
""	Freight trains must not be booked to recess within this location
Crayford Creek Junction			
""			
Adjustments to Sectional Running Times			
Movement Up		Reason	Value
"All Freight trains that have travelled via theCrayford Spur"		Speed Differential	1⁄2
""	Crayford Spur ‘A’ Junction		
""			
""	Adjustments to Sectional Running Times		
""	Movement	Reason	Value
""	ALL trains travelling onto the Crayford Spur	Speed Differential/Approach Control	1
""			
""	Movement	Reason	Value
""	"ALL trains from the Crayford Spur towardsCrayford Creek Junction"	Speed Differential	1⁄2
""			
""	Planning Restriction		
""	"All trains travelling between Crayford Spur ‘A’ Junction and Crayford Spur ‘B’ Junction should be shown a dot stopat Crayford Spur timing point (which is located on the Spur) to enable ARS to regulate trains correctly"		
