Springburn		
Depart Platform 2 to Cowlairs South Junction	Arrive Platform 2 from Cowlairs West Junction	3
"Depart Platform 2 to Cowlairs West Junctionvia Up Springburn"	Arrive Platform 2 from Cowlairs West Junction	3
Pass to Glasgow Works	Arrive from Stepps	51⁄2
Barnhill		
""		
Junction Margins		
First Movement	Second Movement	Margin
""		
Arrive Platform 1 from Springburn Platform 1	Up depart Duke Street	1
Arrive Platform 1 from Springburn Platform 1	"Up depart or pass Bellgrove (Not stopping atDuke Street)"	1
Depart Platform 2 to Springburn	"Depart Springburn Platforms 1,2,3,4 toBellgrove"	1
Depart Platform 2 to Springburn	"Pass Springburn Platform 2 from CowlairsSouth Junction"	2
Depart Platform 2 to Springburn	"Pass Springburn Platform 2 from CowlairsWest Junction"	3
Duke Street		
""		
Junction Margins		
First Movement	Second Movement	Margin
Up arrive	Down departure	1
