""	"NW1015 SALOP GOODS JN TO CREWE NORTH JN (CHESTER INDEPENDENTLINES)"				
""	TIMING POINT	DOWN	UP	NOTES	
""					
""	"Salop Goods Jn SB to CreweNorth Jn"	*	AB+2	"* Single line - TCB planned as AB+2Note: Line is signalled in Up direction only"	
""	"NW1017 SALOP GOODS JN TO CREWE COAL YARD (LIVERPOOL INDEPENDENTLINES)"				
""	TIMING POINT	DOWN	UP	NOTES	
""					
""	"Salop Goods Jn SB to Crewe CoalYard"	"4AB+2"	"4AB+2"	4 minute headway applies	
""	NW1019 ACTON GRANGE JN TO WARRINGTON SOUTH JN (HELSBY LINES)			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Acton Grange Jn to WarringtonSouth Jn"	4	4	
""	NW1021 WINWICK JN TO GOLBORNE JN (VIA EARLESTOWN)				
""	TIMING POINT	DOWN	UP	NOTES	
""					
""	"Winwick Jn to Golborne Jn (viaEarlestown)"	4	4	Single lead at Golborne Jn	
""	"Winwick Jn  to Earlestown(exclusive)"	4	4		
""	"Earlestown (inclusive) to Newton-le-Willows (inclusive)"	3	3		
""	"Newton-le-Willows (exclusive) toGolborne Jn"	4	4		
""	NW1023 HAYDOCK BRANCH JN TO KELBIT P. S.			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Haydock Branch Jn to Kelbit P. S.	*	* Single line – One Train in Section (OTS)	
""	"NW1025 BAMFURLONG SIDINGS JN TO INCE MOSS JN (INCE MOSS CHORDLINE)"			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Bamfurlong Sidings Jn to InceMoss Jn"	4	4	Single lead at both ends of line
