Name
Name
Name	Frequency	Start Date	Weeks Run In	Route	TID	Day	Dep	From	To	Arr.	Model Train	TOC
Name	Frequency	Start Date	Weeks Run In	Route	TID	Day	Dep	From	To	Arr.	Model Train	TOC
""		14/12/2023	"37,41, 45, 49, 01,05, 09, 13, 17, 21,25, 29 & 33"	"Paddington -ReadingTriangle"	1Q16GA	ThO	00.23	"LONDONMARYLEBONE"	BANBURY	02.46	HSMT	RG
""		14/12/2023	"37,41, 45, 49, 01,05, 09, 13, 17, 21,25, 29 & 33"	1Q16WW	ThO	02.55	BANBURY	READING	05.22	HSMT	RG	
PLP141	4 - weekly	17/12/2023	"38, 43, 47, 51, 03,07, 11, 15, 19, 23,27, 31 & 35"	"Derby RTC -Leeds - S&C- Carlisle –Newcastle -Heaton"	1Q17GB	Su	10.30	"DERBYR.T.C.(NETWORKRAIL)"	"HEATONT&R.S.M.D."	16.09	HSMT	RG
PLP127	4 - weekly	15/12/2023	"37,41, 45, 49, 01,05, 09, 13, 17, 21,25, 29 & 33"	"ReadingTriangle -Penzance,Paignton ,Bristol &Bordesley -Derby"	1Q18DA	FO	06.11	"READING TRIANGLESIDINGS"	PAIGNTON	15.29	HSMT	RG
15/12/2023	"37,41, 45, 49, 01,05, 09, 13, 17, 21,25, 29 & 33"	1Z18DA	FO	15.39	PAIGNTON	TAUNTON	18*21	UTU-T	RG			
Frequency
Frequency
Start Date
Start Date
Weeks Run In
Weeks Run In
Route
Route
TID
TID
Day
Day
Dep
Dep
From
From
To
To
Arr.
Arr.
Model Train
Model Train
TOC
TOC
