""	NW7021 MILES PLATTING JN TO MARSDEN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Miles Platting Jn to Stalybridge(exclusive)"	"21⁄24followingFreight"	"21⁄24followingFreight"	
""	"Stalybridge (inclusive) to Diggle Jn(exclusive)"	3	31⁄2	
""	Diggle Jn (inclusive) to Marsden	AB+2*	AB+2*	* TCB Plan as AB+2
""	NW7023 PHILIPS PARK WEST JN TO BREWERY JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Philips Park West Jn to BreweryJn"	*	*	* TCB plan as AB+2
""	NW7025 PHILIPS PARK WEST JN TO ASHBURYS WEST JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Philips Park West Jn to AshburysWest Jn"	4	4	
""	NW7027 BAGULEY FOLD JN TO PHILIPS PARK SOUTH JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Baguley Fold Jn to Philips ParkSouth Jn"	*	*	* TCB plan as AB+2
""	NW8001 HUNTS CROSS WEST JN TO SOUTHPORT			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Hunts Cross West Jn to LiverpoolCentral"	5	5	
""	Liverpool Central to Sandhills Jn	21⁄2*	21⁄2*	* 11⁄2 applies for ECS following a passenger service
""	Sandhills Jn to Southport	5	5	
""	"NW8003 PARADISE JN TO JAMES STREET (STOCK INTERCHANGE/HOLDINGLINE)"			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Paradise Jn to James Street	Single Line	Access only to/from Down line at Paradise Jn	
