SW155 TOTTON FAWLEY LOOPS TO FAWLEY			
TIMING POINT	DOWN	UP	NOTES
""			
Marchwood – Fawley	One train working	Single line. No Signaller Token Working.	
SW160 BROCKENHURST TO LYMINGTON PIER			
TIMING POINT	DOWN	UP	NOTES
""			
Brockenhurst – Lymington Pier	One train working	Single line.	
SW165 HAMWORTHY JUNCTION TO HAMWORTHY GOODS			
TIMING POINT	DOWN	UP	NOTES
""			
Hamworthy – Hamworthy Goods	One train working	Single line.	
SW170 WARMINSTER TO WILTON JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Wilton Junction – Wishford	AB+2	AB+2	TCB plan as AB.
Wishford – Wylye AHB	AB+1⁄2	AB+11⁄2	TCB plan as AB.
Wylye AHB – Upton Lovell AHB	AB+11⁄2	AB+11⁄2	TCB plan as AB.
"Warminster Signal W308 – UptonLovell AHB"	AB+11⁄2		TCB plan as AB.
"Upton Lovell AHB – WarminsterSignal W301"		AB+1	TCB plan as AB.
SW170A WILTON JUNCTION G.S.P. TO QUIDHAMPTON SIDINGS			
TIMING POINT	DOWN	UP	NOTES
""			
"Wilton Junction G.S.P. –Quidhampton Sidings"	One train working		
SW175 CASTLE CARY JUNCTION TO DORCHESTER JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Castle Cary – Yeovil Pen Mill	AB+0	AB+1	Single line. TCB plan as AB.
Yeovil Pen Mill – Maiden Newton	AB+4	AB+3	Single line. Key token working.
"Maiden Newton – DorchesterWest"	AB+2	AB+2	Single line. Tokenless Block plan as AB.
"Dorchester West – DorchesterJunction"	AB+2	AB+2	Single line. TCB plan as AB.
SW180 RAYNES PARK TO LEATHERHEAD			
TIMING POINT	DOWN	UP	NOTES
""			
Raynes Park – Motspur Park	"2 – Non-stopping21⁄2 -Stopping"	"2 – Non-stopping21⁄2 -Stopping"	
