""	Dwell Time	
""	150 to 153	3
""	Calstock	
""		
""	Dwell Time	
""	150 to 153	1⁄2
""	GW640 LISKEARD TO LOOE VIA COOMBE	
""		
""	Coombe Junction Halt	
""		
""	Dwell Time	
""	DMU	3
""	St Keyne	
""		
""	Dwell Time	
""	DMU	1⁄2*
""	*  Request Stop	
""	Causeland	
""		
""	Dwell Time	
""	DMU	1⁄2*
""	*  Request Stop	
""	Sandplace	
""		
""	Dwell Time	
""	DMU	1⁄2*
""	*  Request Stop	
""	GW660 PAR TO NEWQUAY
""	
""	Par
""	
""	See entry on route GW108
St Blazey Signal Box			
""			
Adjustments to Sectional Running Times			
Movement	Reason	Timing Load	Value
"Up train arriving St Blazey with sectionahead occupied"	Approach control	All	{2}
""			
