""	GW180 HEATHROW AIRPORT JUNCTION TO HEATHROW TERMINALS 4 & 5			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Heathrow Airport Jn to HeathrowTunnel Jn"	2	2	
""	"Heathrow Tunnel Jn to HeathrowTerminals 2-3"	2	2	
""	"Heathrow Terminals 2-3 toHeathrow Terminal 4"	4	4	"Heathrow Terminal 4 exclusive and HeathrowTerminals 2 and 3 exclusive single line"
""	"Heathrow Terminals 2-3 toHeathrow Terminal 5"	2	2	
""	GW182 WEST DRAYTON TO COLNBROOK			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"West Drayton to SignalsT3502/T3503"	AB*	AB*	*Single Line, timed as AB. One train in section.
""	"Signals T3502/T3503 toColnbrook Oil Terminal"	AB*	AB*	"*Single Line, timed as AB. One train in section. Onefreight train can be ‘shut in’ at all terminals, followingtrain cannot enter section until this has occurred."
""	GW184 SLOUGH TO WINDSOR & ETON			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Slough to Windsor & Eton	Single Line	One train working.	
""	GW185 MAIDENHEAD TO MARLOW			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Maidenhead to Bourne End andBourne End to Marlow"	Single Line	Two sections, one train working in each section.	
""	GW187 TWYFORD TO HENLEY-ON-THAMES			
""	TIMING POINT	DOWN	UP	NOTES
""	Twyford to Henley - on - Thames	Single Line	One train working.	
""	GW190 READING SPUR JUNCTION TO READING NEW JUNCTION			
""	TIMING POINT	DOWN	UP	NOTES
""	"Reading Spur Jn to Reading NewJn"	AB+2	AB+2	
""	GW200 DIDCOT TO HEYFORD (EXCL.)			
""	TIMING POINT	DOWN	UP	NOTES
""	"Didcot Parkway to WolvercoteJunction (Inclusive)"	"34”"	"34”"	“ Following stopping passenger
""	"Wolvercote Junction (Exclusive) toHeyford"	6	6	
""	4*	4*	"From Completion of Level Crossing Risk Mitigationworks* 5 at Heyford if first train is stopping"	
