""	GW734 DOVEY JUNCTION TO PWLLHELI		
""			
""	DMU into Up platform (1)	DMU into Down platform (2)	Parallel
""	DMU into Up platform (1)	Loco hauled into Down platform (2)	31⁄2
""	Loco Hauled into Up platform (1)	DMU into Down platform (2)	21⁄2
""	Loco Hauled into Up platform (1)	Loco hauled into Down platform (2)	31⁄2
""			
""	DMU into Down platform (2)	DMU into Up platform (1)	Parallel
""	DMU into Down platform (2)	Loco hauled into Up platform (1)	31⁄2
""	Loco Hauled into Down platform (2)	DMU into Up platform (1)	3
""	Loco Hauled into Down platform (2)	Loco hauled into Up platform (1)	4
""			
""	"The above movements and margins apply also to reverse direction running, ie a Down train into the Up platform(1) and an Up train into the Down platform (2)"		
""	Barmouth		
""			
""	Detachment Allowance	6	
""			
""	Dwell Time		
""	Power	"1 Down2 Up"	
""			
""	Platform end conflicts		
""	First Movement	Second Movement	Margin
""	Up DMU into Up platform (1)	Down DMU into Down platform (2)	4
""	Up DMU into Up platform (1)	Down Loco hauled into Down platform (2)	5
""	Up Loco Hauled into Up platform (1)	Down DMU into Down platform (2)	4
""	Up Loco Hauled into Up platform (1)	Down Loco hauled into Down platform (2)	5
""	Down DMU into Down platform (2)	Up DMU into Up platform (1)	21⁄2
""	Down DMU into Down platform (2)	Up Loco hauled into Up platform (1)	31⁄2
""	Down Loco Hauled into Down platform (2)	Up DMU into Up platform (1)	3
""	Down Loco Hauled into Down platform (2)	Up Loco hauled into Up platform (1)	4
""	Harlech		
""			
""	Dwell Time		
""	Power	1	
""			
""	Platform end conflicts		
""	First Movement	Second Movement	Margin
""	Up DMU into Up platform (1)	Down DMU into Down platform (2)	21⁄2
""	Up DMU into Up platform (1)	Down Loco hauled into Down platform (2)	31⁄2
""	Up Loco Hauled into Up platform (1)	Down DMU into Down platform (2)	21⁄2
""	Up Loco Hauled into Up platform (1)	Down Loco hauled into Down platform (2)	31⁄2
""	Down DMU into Down platform (2)	Up DMU into Up platform (1)	11⁄2
""	Down DMU into Down platform (2)	Up Loco hauled into Up platform (1)	3
""	Platform end conflicts		
""	First Movement	Second Movement	Margin
""	Down Loco Hauled into Down platform (2) *	Up Loco hauled into Up platform (1)	3*
""	* Down direction light locos and trains up to 110m long are permitted to arrive first		
""	"The above movements and margins apply also to reverse direction running, ie a Down train into the Up platform(1) and an Up train into the Down platform (2)"		
