SC181 LADYBANK JUNCTION TO HILTON JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Ladybank – Newburgh	AB+2	Single Line	
Newburgh – Hilton Jn	AB+2	Single Line	
SC183 STIRLING TO CHARLESTOWN JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Stirling – Alloa	4	Single Line with crossing loops	
Alloa – Longannet P.S.	15	Single Line with a crossing loop	
"Longannet P.S. – CharlestownJunction"	14	Single Line	
SC191 DUNDEE CENTRAL JUNCTION TO ABERDEEN			
TIMING POINT	DOWN	UP	NOTES
""			
"Dundee Central Junction –Broughty Ferry"	5	5	Please refer to margins
Broughty Ferry – Carnoustie	AB+2	AB+2	
Carnoutsie – Arbroath	AB+2	AB+2	
Arbroath – Inverkeilor	AB+2	AB+2	
Inverkeilor – Usan	AB+2	AB+2	
Usan – Montrose	AB+2	Single Line	
Montrose – Craigo	AB+2	AB+2	
Craigo – Laurencekirk	AB+2	AB+2	
Laurencekirk – Carmont	AB+2	AB+2	
Carmont – Stonehaven	AB+2	AB+2	
"Stonehaven – Newtonhill A223/A222"	AB+2	AB+2	
"Newtonhill A223/A222 – AberdeenA229/A230"	AB+2	AB+2	TCB
"Aberdeen A229/A230 – AberdeenA55/A56 (inclusive)"	AB+2	AB+2	TCB
"Aberdeen A55/A56 (exclusive) –Aberdeen"	3	3	
