SW135 EASTLEIGH WEST JUNCTION TO FAREHAM			
LINE/LOCATION	SECTION	"CRITICALTIMES SX"	REMARKS
""			
Eastleigh	Platforms 2 and 3	"06.00 – 08.0017.15 – 19.45"	"Additional moves to/from the Depot andYard will be subject to negotiation betweenthe bidding operator and Network Rail."
