""	MD910 PERSHORE (INCLUSIVE) TO NORTON JN				
""	TIMING POINT	DOWN	UP	CODE	NOTES
""					
""	Route Boundary: Western/NW&C				Boundary at 112 miles 0 chains
""	Pershore	–	–	S	"Single line to/from Norton JnTo/from Evesham – Refer to GW310 -Western & Wales Timetable PlanningRules"
""	Worcestershire Parkway	–	–	S	
""	Norton Jn	–	–		"To/from Worcester Shrub Hill – MD900To/from Abbotswood Jn- MD900"
""	MD940 WORCESTER SHRUB HILL TO SHELWICK JN				
""	TIMING POINT	DOWN	UP	CODE	NOTES
""					
""	Shrub Hill Jn				To/from Worcester Shrub Hill – MD900
""	Worcester Foregate Street	–	–		"Platform detail must be shownTo/from Worcester Tunnel Jn – MD950"
""	Henwick	–	–		
""	Newlands East	–	–		
""	Malvern Link	–	–	S	
""	Great Malvern	–	–	S	
""	Malvern Wells Down Goods Loop	–		S	
""	Malvern Wells	–	–		"Single Line from 130m 18ch to/fromShelwick Jn"
""	Colwall	–	–	S	
""	Ledbury	–	–		Passing Loop
""	Shelwick Jn	–	–		"Single Line from Shelwick Jn to/from 130m18chTo/from Hereford – GW730"
""	MD950 WORCESTER TUNNEL JN TO HENWICK				
""	TIMING POINT	DOWN	UP	CODE	NOTES
""					
""	Worcester Tunnel Jn	–	–		"To Droitwich Spa (Down)/from DroitwichSignal 68 (Up) – MD900"
""	Worcester Foregate Street	–	–		"Platform detail must be shownTo/from Worcester Shrub Hill – MD900"
""	Henwick	–	–		To/from Newlands East – MD940
""	NW1001 ARMITAGE JN (INCLUSIVE) TO PRESTON FYLDE JN					
""	TIMING POINT	DOWN	UP	CODE	NOTES	
""						
""	Armitage Jn (former site of)				To/from Lichfield North Jn – MD101	
""	Rugeley Trent Valley	SL UDR	SL	S	Platform detail must be shown	
""	Rugeley North Jn	FL SL	"FL SLUDC"		"To/from Rugeley Power Station Jn. –NW1004"	
""	"ColwichColwich"	FL	FL SL		To/from Stone – NW5009	
""	Milford and Brocton	SL		X		
""	Whitehouse Jn		FL	X		
""	Stafford Trent Valley Jn	SL	SL –		Timing point for Slow Lines only	
