GW310  WOLVERCOTE JUNCTION TO PERSHORE (EXCLUSIVE)	
""	
Combe	
""	
Dwell Time	
16x	1⁄2
*3 Car Class 16x not permitted to call	
Finstock	
""	
Dwell Time	
165*	1⁄2
* 3 car Class 16x not permitted to call. 2 car Class 165 may call despite being overlength	
Charlbury			
""			
Crossing Moves			
First Movement	Second Movement	Margin	
"Arrival of a Down train from the Oxforddirection"	Departure of an Up train towards Oxford	1 minute	
"Arrival of a Down train from the Oxforddirection"	Passing Up train towards Oxford	3 minutes	
""			
Dwell Time			
80x	11⁄2		
""			
Turn-backs – minimum time between arrival and corresponding departure			
First Movement	Second Movement	Timing Load	Margin
"Down Train from Oxforddirection"	"Up train departing towards Oxford: Downtrain terminates in the Up Platform.  Add{1⁄2} for approach control at AW2407 onapproach to Charlbury."	"Class 16X80x"	"10 mins10 mins"
Up Train from Moreton direction	"Down train departing towards Moreton: Uptrain terminates in Up Platform, thenshunts to Down Platform via a reversemovement at AW2407."	"Class 16X80x"	"10 mins15 mins"
""			
Class 80X Turnround Allowances (From Paddington)			
5 car	10		
9/10 Car	10		
Ascott-under-Wychwood			
""			
Dwell Time			
16x	1⁄2		
Shipton	
""	
Dwell Time	
80x	11⁄2
16x	1
