""	Princes Risborough		
""			
""	Movement Up	Reason	Value
""	"Pass Platform 2 (Up Princes Risborough Loop)to Up Main"	Differential Junction speed	"2* Freight1* DMU"
""	Pass from Down Main to Up Main	Differential Junction speed	1⁄2
""	"Arrive Platform 2 (Up Princes RisboroughLoop) from Haddenham & Thame Parkwaydirection to be overtaken on Up Main orreverse to Aylesbury branch"	"Approaching a red signal at PrincesRisborough"	1 Passenger
""	Train terminating in platform 1 (bay platform)	Slow turnout speed and approach to buffer stop	1⁄2
""	* Applies approaching next timing point after Princes Risborough		
""			
""	Connectional Allowance	2	
""			
""	Junction Margins		
""	First Movement	Second Movement	Margin
""	Down train to Aylesbury branch	Up non-stop	31⁄2
""	Up train from Aylesbury branch	Up non-stop	31⁄2
""	"Up train departing Platform 2 or train fromAylesbury branch"	Down train to Platform 2 or Aylesbury branch	4
""	Up non-stop	Down train to Platform 2 or Aylesbury branch	31⁄2
""	Up non-stop	Up train from Platform 2 or Aylesbury branch	2
""			
""	Minimum Turnround Time – Trains changing direction at end of journey		
""	Standard	3	
""			
""	Platform Reoccupation		
""		4 Opposite	
""			
""	Planning Note		
""	"For a train to be routed reversibly onto the Up Main the line must be clear to signal ME2029 at Bicester South Jn. Asubsequent train cannot be routed from Bicester South Jn onto the Up Main until the line is clear throughout toPrinces Risborough.A train is unable to leave Aylesbury towards Princes Risborough if a train is shunting between the bay platformand platform 2 and vice versa."		
""	Haddenham and Thame Parkway		
""			
""	Adjustments to Sectional Running Times		
""	Movement Down	Reason	Value
""	Departing platform 2 at Princes Risborough	"Slow speed crossover north of PrincesRisborough"	1⁄2
""			
""	Movement Up	Reason	Value
""	"Departing Bicester Turnback siding and notstopping at Bicester North"	Not passing Bicester North at line speed	1
""	Depart from Bicester North	Not passing Bicester South Jn at line speed	1⁄2 Class 168
""	"Train that has come from Bicester Villagedirection and passed Bicester South Jn"	Not passing Bicester South Jn at line speed	1
""	"Train that has come from Bicester Villagedirection and stopped or been pathedapproaching Bicester South Jn"	Departing Bicester South Jn from standing start	2
