""	MD140 BLETCHLEY TO BEDFORD ST JOHN’S (INCLUSIVE)			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Following freight or non-stop passenger:			
""	Bletchley	4	n/a	
""	Fenny Stratford	5	4	
""	Woburn Sands	4	4	
""	Ridgmont	4	4	
""	Millbrook	4	4	
""	Forder’s Sidings	‡	‡	
""	Bedford St John’s	4	4	
""	Bedford (Midland)	n/a	"41⁄2(3)*"	
""	Following all-stations passenger:			
""	Bletchley	41⁄2 (21⁄2)*	n/a	
""	Fenny Stratford	"9(31⁄2)*"	"31⁄2(21⁄2)*"	
""	Woburn Sands	"71⁄2(21⁄2)*"	5	
""	Ridgmont	4	41⁄2	
""	Millbrook	41⁄2	4	
""	Forder’s Sidings	†	†	
""	Bedford St John’s	"31⁄2(21⁄2)*"	5	
""	Bedford (Midland)	n/a	"51⁄2(3)*"	
""	"* Figures in brackets indicate reduced headways that may be used to clear the section on single yellow aspects,but pathing time equivalent to the difference must be used approaching the next mandatory timing point, unlessanother similar exemption is stated"			
""	"‡ Down direction depart 8 minutes after previous train passes Millbrook‡ Up direction depart 1 minute after previous train passes Millbrook"			
""	"† Down direction depart 2 minutes after previous train departs Kempston Hardwick† Up direction depart 1 minute after previous train departs Millbrook"			
""	MD145 CAMDEN ROAD WEST JN TO CAMDEN JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Camden Road West Jn toCamden Jn"	41⁄2*	41⁄2 *	"* A first train must pass Camden Jn before a secondtrain passes Camden Road Jn. A similarrequirement applies in the up direction."
""	MD150 KENSAL GREEN JN TO WILLESDEN SUBURBAN JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Kensal Green Jn to WillesdenJunction Low Level"	5	5	
""	MD155 KENSAL GREEN JN TO HARLESDEN JN (CITY LINES)			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Kensal Green Jn to Harlesden Jn	5	5	
