Temple Hirst Junction		
""		
Adjustments to Sectional Running Times		
Movement Down	Reason	Value
Pass to Selby	Deceleration	"1⁄2 for timingloads above100mph"
Movement Up	Reason	Value
Pass from Selby	Acceleration	"1⁄2 for trainsabove100mphAppliedapproachingnext timingpoint"
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass to Selby	Up Pass	31⁄2
Pass to Selby	Down Pass	3
Pass to Selby	Pass from Selby	4
Up Pass	Pass to Selby	31⁄2*
Pass from Selby	Pass to Selby	3*
* Can be reduced by 1⁄2 if the second train has at least 1 minute of pathing time approaching Temple Hirst		
Hambleton South Junction		
""		
Adjustments to Sectional Running Times		
Movement Down	Reason	Value
"Pass to Hambleton West, if stopping atHambleton West."	Approach control	1
""		
Junction Margins		
First Movement	Second Movement	Margin
Down ML train pass Hambleton North Junction	"Pass Hambleton South Junction fromHambleton West Junction"	4*
"Pass Hambleton South Junction to HambletonWest Junction"	Down ML pass Hambleton North Junction	4
"Pass Hambleton South Junction fromHambleton West Junction"	Down ML train pass Hambleton North Junction	4
Up ML train passes Hambleton North Junction	"Pass Hambleton South Junction fromHambleton West Junction"	5$
*1 minute if second train stopped at Hambleton South Junction		
$2 if second train stopped at Hambleton South Junction		
Hambleton North Junction		
""		
Adjustments to Sectional Running Times		
Movement Down	Reason	Value
Pass from Hambleton East Junction	Acceleration	"1⁄2 passenger*Freight1⁄2 400t to 800t"
