""	Hartford Jn		
""			
""	Adjustments to Sectional Running Times		
""	Movement Down	Reason	Value
""	"Down trains passing from CLC line to DownSlow"	Acceleration	"1 AfterHartford Jn."
""			
""	Movement Up	Reason	Value
""	Up trains crossing Up Fast to CLC line	Approach control	"2 BeforeHartford Jn."
""			
""	Junction Margins		
""	First Movement	Second Movement	Margin
""	Pass Up Fast to Up Main	Depart from Up Slow to Up Main	2
""	Acton Bridge		
""			
""	Adjustments to Sectional Running Times		
""	Movement Up	Reason	Value
""	"All trains timed over 110mph from Runcornjoining the Up Main at Weaver Jn"	Differential Junction Speed	1⁄2
""	All trains crossing FL to SL	Reduced speed required	1
""			
""	Junction Margins		
""	First Movement	Second Movement	Margin
""	Pass Down Fast to Down Main	Depart Down Slow to Down Main	2
""			
""	Platform Reoccupation Time	4	
""	Weaver Jn		
""			
""	Junction Margins		
""	First Movement	Second Movement	Margin
""	"Up train from Acton Grange Jn passes WeaverJn"	Up train from Runcorn passes Weaver Junction	3*
""	* The normal headway applies at the next mandatory timing point – see section 5.2		
""	Acton Grange Jn		
""			
""	Adjustments to Sectional Running Times		
""	Movement Down	Reason	Value
""	Pass Down Main to Down Helsby	"Approach control and decelerationSlow speed crossover and acceleration awayfrom junction"	"21Approachingnext timingpoint"
""	Pass Down Helsby to Down Main	Acceleration away from junction	"1Approachingnext timingpoint"
""			
