Bethnal Green		
""		
Adjustments to Sectional Running Times		
Movement	Reason	Value
"All down trains from 1600 to 1859 Mondays toFridays running ML and approaching fromLiverpool Street"	"Platform departure performance recoveryallowance"	{1}
"Approaching Up direction moves from TempleMills line"	Via slow speed crossover	"{1} Locohauled{1⁄2} EMU"
""		
Junction Margins		Margin
First Movement	Second Movement	
Up train travelling towards Liverpool Street	Down Train travelling towards Stratford	21⁄2
Down train travelling towards Stratford	Up train travelling towards Liverpool Street	1
Bow Junction		
""		
Adjustments to Sectional Running Times		
Movement	Reason	Value
"Approaching Down direction moves towardsBL, DX1, DX3, DX4 or UBL"	Via slow speed crossover	"{1} Locohauled{1⁄2} EMU"
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass Bow Jn on Down ML	Depart Bow Jn from Up Temple Mills to Up ML	1
"Pass/Depart Bow Jn from Up Temple Mills toUp ML"	Pass Bow Jn on Down ML	3
""		
Restriction		
"For ARS regulating purposes in the Up direction on Temple Mills lines ARR and DEP times with activities A and *to be used and not pathing time."		
Bow Yard		
""		
"Note: Only one train can be planned into Bow East Yard at any one time. Bow West can accommodate one train inthe Plasmor terminal and one train in the Aggregates terminal but both terminals share the reception/run-roundroads. Any train in the Aggregates terminal will block the reception/run-round roads."		
""		
Junction Margins		
First Movement	Second Movement	Margin
"Freight train arrives in Bow West forPlasmor terminal"	"Freight train arrives in Bow West forAggregates terminal"	25
""		
Terminal Length		
Bow Depot Reception Loop Length	42 SLUs	
