|                                                                                                                  |                                 |
|:-----------------------------------------------------------------------------------------------------------------|:--------------------------------|
| Turnround allowances                                                                                             | DMU/GWR Short Form HST (HSTGW4) |
| From Plymouth/Penzance                                                                                           | 10                              |
| Penwithers Junction                                                                                              |                                 |
| Planning Note                                                                                                    |                                 |
| 150 SRTs are based on running to/from Penryn therefore no adjustment is required.                                |                                 |
| Redruth                                                                                                          |                                 |
| Dwell Time                                                                                                       |                                 |
| 80x Class 1 services                                                                                             | 11⁄2                            |
| Class 15x                                                                                                        | 1                               |
| Class 22x                                                                                                        | 11⁄2                            |
| Camborne                                                                                                         |                                 |
| Dwell Time                                                                                                       |                                 |
| 80x Class 1 services                                                                                             | 11⁄2                            |
| Class 15x                                                                                                        | 1                               |
| Class 22x                                                                                                        | 11⁄2                            |
| Maximum Dwell Time                                                                                               |                                 |
| Up direction - 3 minutes*                                                                                        |                                 |
| *To minimise level crossing barrier down time Up trains stopping at Camborne are to be advertised earlier by the |                                 |
| amount of recovery / pathing allowances between the previous stop and Camborne                                   |                                 |
| Hayle                                                                                                            |                                 |
| Dwell Time                                                                                                       |                                 |
| 22x                                                                                                              | 11⁄2*                           |
| 80x Class 1 services                                                                                             | 11⁄2                            |
| Class 158                                                                                                        | 1                               |
