|        |                                                            |
|:-------|:-----------------------------------------------------------|
| LN3140 | Bedford St Johns to Bedford                                |
| LN3201 | St Pancras to Tapton Jn (via Derby)                        |
| LN3204 | Trent South Jn to Nottingham East Jn                       |
| LN3207 | Trent East Jn to Clay Cross North Jn (Erewash Valley Line) |
| LN3210 | Junction Road Jn to Carlton Road Jn (Tottenham lines)      |
| LN3213 | Farringdon to Kentish Town Jn (Moorgate Lines)             |
| LN3214 | Belle Isle Jn to Canal Tunnel Jn                           |
| LN3219 | Cricklewood Curve Jn to Dudding Hill Jn                    |
| LN3222 | Brent Curve Jn to Dudding Hill Jn                          |
| LN3228 | Trent East Jn to Sheet Stores Jn                           |
| LN3231 | Wigston South Jn to Glen Parva Jn                          |
| LN3232 | Wigston North Jn to Hinckley (Inclusive)                   |
| LN3234 | Syston East Jn to Syston North Jn                          |
| LN3237 | Loughborough South Jn to Hotchley Hill (British Gypsum)    |
| LN3246 | Ambergate Jn to Matlock                                    |
| LN3249 | Lenton Sth Jn to Lenton Nth Jn                             |
| LN3252 | Mansfield Jn to Trowell South Jn                           |
| LN3255 | Radford Jn to Kirkby Lane End Jn                           |
| LN3261 | Trent South Jn to Toton South Jn (High Level Line)         |
| LN3264 | Attenborough Jn to Meadow Lane Jn (Attenborough Curve)     |
| LN3273 | Ironville Jn to Shirebrook                                 |
| LN3340 | Alrewas (Inclusive) to Wichnor Jn                          |
| LN3501 | Derby London Road to Tamworth (Exclusive)                  |
| LN3505 | North Stafford Jn to Stoke Jn (Exclusive)                  |
| LN3515 | Melbourne Jn to Sinfin                                     |
| LN3520 | Sheet Stores Jn to Stenson Jn                              |
| LN3525 | Knighton Jn to Leicester Jn (Burton Goods Line)            |
| LN3535 | Birmingham Curve Jn to Branston Jn                         |
| LN3601 | Kettering North Jn to Manton Jn                            |
| LN3605 | Corby BSC Works to Corby North Jn                          |
| LN3610 | Corby Automotive Terminal to Corby North Jn                |
| LN3615 | Helpston Jn to Syston South Jn                             |
| LN3620 | Melton Jn GF to Ashfordby                                  |
| LN3625 | Nottingham East Jn to Newark Flat Crossing (exclusive)     |
| LN3635 | Allington West Jn (exclusive) to Netherfield Jn            |
