|                                                             |      |     |    |         |                                                  |
|:------------------------------------------------------------|:-----|:----|:---|:--------|:-------------------------------------------------|
| LN600 SHAFTHOLME JUNCTION TO RESTON GSP                     |      |     |    |         |                                                  |
| Timing Section                                              | Type | LH  | MU | Freight | Remarks                                          |
|                                                             |      | HST |    |         |                                                  |
|                                                             |      | 80x |    |         |                                                  |
|                                                             |      | 22x |    |         |                                                  |
| Down                                                        |      |     |    |         |                                                  |
| Approach Colton Jn                                          | E    | 1   | 1  | 1       |                                                  |
| Approach                                                    | P    | 1   | 1  |         |                                                  |
| Darlington/Darlington DGL                                   |      |     |    |         |                                                  |
|                                                             | E    |     |    | 1       |                                                  |
| Approach Birtley Jn                                         | E    | 1   | 1  | 1       |                                                  |
| Approach Berwick                                            | E    | 1   | 1  | 1       | Services which Terminate between Newcastle       |
|                                                             |      |     |    |         | and Berwick are to receive this allowance        |
|                                                             |      |     |    |         | approaching their terminating location           |
| Up                                                          |      |     |    |         |                                                  |
| Approach Heaton South Jn                                    | E    | 1   | 1  | 1       | Services which have originated on Blyth & Tyne   |
|                                                             |      |     |    |         | routes (LN694/LN702/LN704) do not require this   |
|                                                             |      |     |    |         | allowance                                        |
| Approaching Darlington                                      | P    | 1   | 1  |         |                                                  |
|                                                             | E    |     |    | 1       |                                                  |
| Approaching Skelton Jn                                      | E    | 1   | 1  | 1       | Services on the SL are to receive this allowance |
|                                                             |      |     |    |         | approaching Skelton Bridge Jn                    |
| LN627 LONGLANDS JUNCTION TO NEWCASTLE EAST JUNCTION VIA THE |      |     |    |         |                                                  |
| COAST                                                       |      |     |    |         |                                                  |
| Timing Section                                              | Type | LH  | MU | Freight | Remarks                                          |
|                                                             |      | HST |    |         |                                                  |
|                                                             |      | 80x |    |         |                                                  |
| Down                                                        |      |     |    |         |                                                  |
| Approach Eaglescliffe                                       | E    | 1   | 1  | 1       | Approaching Eaglescliffe from Yarm               |
| Approach Hartlepool                                         | E    | 1   | 1  |         | Terminating services only                        |
| Approach Sunderland                                         | E    | 1   | 1  | 1       | Approaching Sunderland from Ryhope Grange        |
|                                                             |      |     |    |         | Jn                                               |
| Approach Pelaw Metro Jn                                     | E    |     | 1  |         | Tyne & Wear Metro only                           |
| Approach Park Lane Jn                                       | P    | 1   | 1  |         |                                                  |
|                                                             | E    | 1   | 1  | 2       |                                                  |
| Up                                                          |      |     |    |         |                                                  |
| Approach Sunderland                                         | E    | 1   | 1* | 1       | All Northern and TWM terminating services only   |
