|                                                    |     |
|:---------------------------------------------------|:----|
| GW310  WOLVERCOTE JUNCTION TO PERSHORE (EXCLUSIVE) |     |
| Combe                                              |     |
| Dwell Time                                         |     |
| 16x                                                | 1⁄2 |
| *3 Car Class 16x not permitted to call             |     |
| Finstock                                           |     |
| Dwell Time                                         |     |
| 165*                                               | 1⁄2 |
