|                                   |      |        |      |                                            |
|:----------------------------------|:-----|:-------|:-----|:-------------------------------------------|
| SO660A PURLEY TO TATTENHAM CORNER |      |        |      |                                            |
| TIMING POINT                      | DOWN | UP     | CODE | NOTES                                      |
| Purley                            | -    | FL  SL |      | Platform detail must be shown              |
|                                   |      |        |      | To/from Purley Oaks - SO500                |
| Chipstead Line Junction           |      |        |      | To/from Purley - SO660                     |
|                                   |      |        |      | For planning purposes this timing point is |
|                                   |      |        |      | shown as Purley                            |
| Reedham                           | -    | -      | S    |                                            |
| Coulsdon Town Signal T1369        | -    | -      |      | Shunt signal available for ECS movements   |
|                                   |      |        |      | Use TIPLOC COLS369                         |
| Coulsdon Town                     | -    | -      |      | Platform detail must be shown for trains   |
|                                   |      |        |      | commencing or finishing their journey at   |
|                                   |      |        |      | this location                              |
| Woodmansterne                     | -    | -      | S    |                                            |
| Chipstead                         | -    | -      | S    |                                            |
| Kingswood                         | -    | -      | S    |                                            |
| Tadworth                          | -    | -      | S    |                                            |
| Tattenham Corner Signal T1385     | -    | -      |      | Shunt signal available for ECS movements   |
|                                   |      |        |      | Use TIPLOC TATN385                         |
| Tattenham Corner C.H.S            | -    | -      |      | Signal T1387 available                     |
|                                   |      |        |      | Use TIPLOC TATNCHS                         |
| Tattenham Corner                  |      | -      |      | Platform detail must be shown              |
