|                                                 |      |        |      |                                              |
|:------------------------------------------------|:-----|:-------|:-----|:---------------------------------------------|
| SW225 POINT PLEASANT  JUNCTION TO WIMBLEDON     |      |        |      |                                              |
| TIMING POINT                                    | DOWN | UP     | CODE | NOTES                                        |
| Point Pleasant Junction                         | -    | FL     | X    | Timing point for trains to/from East Putney. |
|                                                 |      |        |      | To/from Wandsworth Town - SW210              |
| East Putney                                     | -    | -      |      |                                              |
| Wimbledon Park (LUL)                            |      | -      |      |                                              |
| Wimbledon (Wessex Side)                         | FL   | -      |      | To/from Wimbledon West Crossings -           |
|                                                 | UFL  |        |      | SW105                                        |
|                                                 | USL  |        |      |                                              |
| SW230 BARNES TO FELTHAM JUNCTION (VIA HOUNSLOW) |      |        |      |                                              |
| TIMING POINT                                    | DOWN | UP     | CODE | NOTES                                        |
| Barnes                                          | -    | FL  SL |      | Platform detail must be shown.               |
|                                                 |      |        |      | To/from Putney - SW210                       |
| Barnes Bridge                                   | -    | -      | S    |                                              |
| Chiswick                                        | -    | -      | S    |                                              |
| New Kew Junction                                | -    | -      | X    | Timing point for trains to/from Kew East     |
|                                                 |      |        |      | Junction.                                    |
|                                                 |      |        |      | To/from Kew East Junction - SW240A           |
| Kew Bridge                                      | -    | -      |      | Platform detail must be shown                |
| Old Kew Junction                                | -    | -      | X    | Timing point for trains to/from Kew East     |
|                                                 |      |        |      | Junction.                                    |
|                                                 |      |        |      | To/from Kew East Junction - SW240            |
| Old Kew Jn Signal BEF2344                       |      | -      | S    | Shunt moves only                             |
| Brentford                                       | -    | -      |      |                                              |
| Syon Lane                                       | -    | -      | S    |                                              |
| Isleworth                                       | -    | -      | S    |                                              |
| Hounslow Signal BEF2375                         | -    |        | S    | Shunt moves only                             |
| Hounslow                                        | -    | -      |      | Platform detail must be shown                |
| Hounslow Signal BEF2376                         |      | -      | S    | Shunt moves only                             |
| Hounslow Junction                               | -    | -      |      | To/from Whitton Junction - SW210A            |
| Feltham Junction                                | -    | -      |      | To/from Feltham - SW210                      |
| SW240 OLD KEW JUNCTION TO KEW EAST JUNCTION     |      |        |      |                                              |
| TIMING POINT                                    | DOWN | UP     | CODE | NOTES                                        |
| Old Kew Junction                                | -    | -      | X    | Timing point for trains to/from Kew East     |
|                                                 |      |        |      | Junction.                                    |
|                                                 |      |        |      | To/from Brentford - SW230                    |
| Kew East Junction                               | -    | -      |      | Regional handover timing point               |
|                                                 |      |        |      | To/from South Acton – Refer to Anglia        |
|                                                 |      |        |      | Timetable Planning Rules – EA1330            |
