|                                                              |      |       |     |       |                                         |
|:-------------------------------------------------------------|:-----|:------|:----|:------|:----------------------------------------|
| LN3204 TRENT SOUTH JUNCTION TO NOTTINGHAM EAST JUNCTION      |      |       |     |       |                                         |
| Timing Section                                               | Type | FL/ML | SL  | GL    | Remarks                                 |
| Approaching Mansfield Jn                                     | E    | 1*    |     |       | * Does not apply to Derby to Nottingham |
|                                                              |      |       |     |       | all station services                    |
| LN3207 TRENT EAST JUNCTION TO CLAY CROSS NORTH JUNCTION      |      |       |     |       |                                         |
| Timing Section                                               | Type | FL/ML | SL  | GL    | Remarks                                 |
| Down Sat – Mon                                               |      |       |     |       |                                         |
| Approaching Trowell Jn                                       | E    | 1     |     |       |                                         |
| Up Sat – Mon                                                 |      |       |     |       |                                         |
| Approaching Trowell Jn                                       | E    | 1*    |     |       | *Only applicable to trains diverging    |
|                                                              |      |       |     |       | towards Radford Junction                |
| Approaching Toton Centre                                     | E    | 1     |     |       |                                         |
| LN3213 FARRINGDON TO KENTISH TOWN JUNCTION (MOORGATE LINES)  |      |       |     |       |                                         |
| Timing Section                                               | Type | FL/ML | MOL | SB/NB | Remarks                                 |
| Down – SX Daytime                                            |      |       |     |       |                                         |
| Approaching Dock Jn North                                    | P    | 1     |     |       |                                         |
| Approaching St Pancras Low                                   | E    | 1     |     |       |                                         |
| Level                                                        |      |       |     |       |                                         |
| Up – SX Daytime                                              |      |       |     |       |                                         |
| Approaching Dock Jn North                                    | E    | 1     |     |       |                                         |
| Approaching St Pancras Low                                   | P    | 1     |     |       |                                         |
| Level                                                        |      |       |     |       |                                         |
| Approaching Farringdon                                       | E    | 1     |     |       |                                         |
| LN3273 IRONVILLE JUNCTION TO SHIREBROOK JUNCTION             |      |       |     |       |                                         |
| Timing Section                                               | Type | FL/ML | SL  | GL    | Remarks                                 |
| Down Sat – Mon                                               |      |       |     |       |                                         |
| Approaching Mansfield                                        | E    | 1     |     |       |                                         |
| Woodhouse                                                    |      |       |     |       |                                         |
| Up Sat – Mon                                                 |      |       |     |       |                                         |
| Approaching Kirkby Lane End Jn                               | E    | 1     |     |       |                                         |
| LN3505 NORTH STAFFORD JUNCTION TO STOKE JUNCTION (EXCLUSIVE) |      |       |     |       |                                         |
| Timing Section                                               | Type | FL/ML | SL  | GL    | Remarks                                 |
| Down Sat – Mon                                               |      |       |     |       |                                         |
| Approaching Stoke Jn                                         | E    | 1     |     |       |                                         |
| LN3520 SHEET STORES JUNCTION TO STENSON JUNCTION             |      |       |     |       |                                         |
| Timing Section                                               | Type | FL/ML | SL  | GL    | Remarks                                 |
| Up Sat – Mon                                                 |      |       |     |       |                                         |
| Approaching Sheet Stores Jn                                  | E    | 1     |     |       |                                         |
