|                                                                  |       |       |      |                                           |
|:-----------------------------------------------------------------|:------|:------|:-----|:------------------------------------------|
| LN170 WERRINGTON JUNCTION TO FLYOVER EAST JUNCTION (VIA LINCOLN) |       |       |      |                                           |
| TIMING POINT                                                     | DOWN  | UP    | CODE | NOTES                                     |
| Werrington Junction                                              | –     | SL    |      | To/from Peterborough LN101 via Fast and   |
|                                                                  |       |       |      | Slow Lines                                |
| Glinton Junction                                                 | –     | – WL  |      | To/from Marholm Junction LN145            |
| Spalding                                                         | –     | –     |      |                                           |
| Quadring Signal WS7071                                           |       | –     |      |                                           |
| Quadring Signal WS7070                                           | –     |       |      |                                           |
| Sleaford South Junction                                          | DA    | –     |      | To/from Sleaford East Jn – LN175          |
| Sleaford North Junction                                          | –     | UA    |      | To/from Sleaford West Jn–LN180            |
| Ruskington                                                       | –     | –     | S    |                                           |
| Metheringham                                                     | –     | –     |      |                                           |
| Lincoln Terrace Sidings                                          | –     |       | S    |                                           |
| Pelham Street Junction                                           | –     | –     |      | To/from Langworth S.B. – LN200            |
| Lincoln Central                                                  | –     | –     |      | Platform details must be shown            |
| East Holmes Jn                                                   | SL FL | –     | X    |                                           |
| West Holmes Junction                                             | –     | SL FL |      | To/from Boultham Jn – LN206               |
| Pyewipe Junction                                                 | –     | –     | X F  | To/from Boultham Junction –LN215          |
| Saxilby                                                          | –     | –     |      |                                           |
| Gainsborough Lea Road                                            | –     | –     |      |                                           |
| Gainsborough Trent Junction                                      | –     | –     |      | To/from Gainsborough Central – LN736      |
|                                                                  |       |       |      | To/from Clarborough Jn – LN736            |
| Beckingham Loops                                                 | –     | –     | S    |                                           |
| Bessacarr Junction                                               | –     | –     |      | To/from Black Carr Jn – LN150             |
| Flyover East Junction                                            |       |       |      | To/from Decoy South Jn – LN150            |
| LN175 SLEAFORD SOUTH JUNCTION TO SLEAFORD EAST JUNCTION          |       |       |      |                                           |
| TIMING POINT                                                     | DOWN  | UP    | CODE | NOTES                                     |
| Sleaford South Jn                                                | –     | –     |      | To/From Spalding – LN170                  |
| Sleaford East Jn                                                 |       |       |      | To/from Sleaford – LN185                  |
| LN180 SLEAFORD WEST JUNCTION TO SLEAFORD NORTH JUNCTION          |       |       |      |                                           |
| TIMING POINT                                                     | DOWN  | UP    | CODE | NOTES                                     |
| Sleaford West Jn                                                 |       |       |      | To/from Sleaford Station – LN185          |
| Sleaford North Jn                                                | –     | –     |      | To/from Metheringham – LN170              |
| LN185 ALLINGTON WEST JUNCTION TO SKEGNESS                        |       |       |      |                                           |
| TIMING POINT                                                     | DOWN  | UP    | CODE | NOTES                                     |
| Allington West Jn                                                | –     | –     |      | To/from Bottesford West Jn – LN3625.      |
|                                                                  |       |       |      | Refer to East Midlands Timetable Planning |
|                                                                  |       |       |      | Rules                                     |
|                                                                  |       |       |      | Referred as Allington Jn in TPS           |
| Allington North Jn                                               | –     | –     | X    | To/from Allington East Jn – LN190         |
| Barkston East Junction                                           | –     | –     |      |                                           |
| Ancaster                                                         | –     | –     |      |                                           |
| Rauceby                                                          | –     | –     |      |                                           |
| Sleaford West Junction                                           |       |       |      | To/from Sleaford North Jn – LN180         |
| Allington West Jn                                                |       |       |      |                                           |
