|                                                            |                        |                       |                       |
|:-----------------------------------------------------------|:-----------------------|:----------------------|:----------------------|
| LN664 BOLDON EAST JUNCTION TO BOLDON NORTH JUNCTION        |                        |                       |                       |
| ROUTE SECTION                                              | SX                     | SO                    | SUN                   |
| Boldon East Jn to Boldon North Jn                          | Continuous             | 0000 – 2300           | 0800 – 2400           |
| LN666 BOLDON WEST JUNCTION TO TYNE DOCK                    |                        |                       |                       |
| ROUTE SECTION                                              | SX                     | SO                    | SUN                   |
| Boldon West to Green Lane                                  | Continuous             | 0000 – 2300           | 0800 – 2400           |
| Junction                                                   |                        |                       |                       |
| Green Lane Junction to Tyne                                | Not NR Infrastructure  | Not NR Infrastructure | Not NR Infrastructure |
| Biomass/Coal Loading Sidings                               |                        |                       |                       |
| LN678 DARLINGTON NORTH JUNCTION TO EASTGATE                |                        |                       |                       |
| ROUTE SECTION                                              | SX                     | SO                    | SUN                   |
| Darlington North Junction to                               | 0645–2230              | 0645–2230             | 0730 – 2040           |
| Bishop Auckland and Eastgate                               |                        |                       |                       |
| LN682 KING EDWARD BRIDGE SOUTH JUNCTION TO PETTERIL BRIDGE |                        |                       |                       |
| JUNCTION                                                   |                        |                       |                       |
| ROUTE SECTION                                              | SX                     | SO                    | SUN                   |
| Blaydon to Petteril Bridge                                 | Open continuously from | Continuous            | 0000 – 0010           |
|                                                            | 0540 (Mon)             |                       | 0815 – 2245           |
