|                                                                                                                 |                                                                     |
|:----------------------------------------------------------------------------------------------------------------|:--------------------------------------------------------------------|
| STANDARD VALUES – MINIMUM                                                                                       |                                                                     |
| Platform Re–occupation – NW routes                                                                              |                                                                     |
| Following EMU/DMU in same direction                                                                             | 3                                                                   |
| Following EMU/DMU in opposite direction                                                                         | 5                                                                   |
| Following LH/HST in same direction                                                                              | 4                                                                   |
| Following LH/HST in opposite direction                                                                          | 6                                                                   |
| Reversal – GW routes                                                                                            |                                                                     |
| 22x                                                                                                             | 5                                                                   |
| 22x formed of 2 sets                                                                                            | 6                                                                   |
| 22x formed of 3 sets                                                                                            | 10                                                                  |
| 230                                                                                                             | 4                                                                   |
| GWR West DMU (150-166)                                                                                          | 3 for up to and including 3 coaches.                                |
|                                                                                                                 | 4 for 4 coaches or above (may be reduced to 3 if a second driver is |
|                                                                                                                 | diagrammed)                                                         |
| DMU (15x) – (non GWR)                                                                                           | 3                                                                   |
| TfW 158                                                                                                         | 5                                                                   |
| SWR 15x 2 car formation                                                                                         | 3                                                                   |
| SWR 15x 3 car formation                                                                                         | 4                                                                   |
| SWR 15x 4 - 6 car formation                                                                                     | 5                                                                   |
| SWR 15x 7 - 9 car formation                                                                                     | 6                                                                   |
| SWR 15x 10 car formation                                                                                        | 7                                                                   |
| DMU (165/166 2 - 3 car formation)                                                                               | 3                                                                   |
| DMU (165/166/769 4 - 6 car formation)                                                                           | 4   May be reduced to 3 if a second driver is diagrammed            |
| DMU (165/166/769 7 - 9 car formation)                                                                           | 5   May be reduced to 3 if a second driver is diagrammed            |
| 170 and 175                                                                                                     | 4                                                                   |
| XC 170                                                                                                          | 4 (2-4 cars), 5 (5-6 cars), 7 (7-9 cars)                            |
| 197                                                                                                             | 3 (2 cars)                                                          |
|                                                                                                                 | 4 (3 car and above)                                                 |
| Class 387 – 4 cars (platformed)                                                                                 | 4                                                                   |
| Class 387 – 4 cars (non-platformed)                                                                             | 5                                                                   |
| Class 387 – 8 cars (platformed)                                                                                 | 5                                                                   |
| Class 387 – 8 cars (non-platformed)                                                                             | 7                                                                   |
| Class 387 – 12 cars (platformed)                                                                                | 6                                                                   |
| Class 387 – 12 cars (non-platformed)                                                                            | 9                                                                   |
| Cl. 80X (5 Cars)                                                                                                | 6$ (in platform) – 7$ (not in platform)                             |
| Cl. 80X (9/10 cars)                                                                                             | 8$ (in platform) - 15$ (not in platform)                            |
| GWR Short Form HST (HSTGW4)                                                                                     | 6 (On a platform)                                                   |
|                                                                                                                 | 8 (Not in platform)                                                 |
| New Measurement Train                                                                                           | 7                                                                   |
| Light locomotive only                                                                                           | 2                                                                   |
| Class 67 and Mk.4 Coaches TfW                                                                                   | 10                                                                  |
| 345                                                                                                             | 7                                                                   |
| $ - Class 80x minimum reversal time (5, 9 or 10 car) can be reduced to 5 mins if two drivers are provided. This |                                                                     |
| specially reduced value may only be used with prior agreement from GWR that two drivers are to be               |                                                                     |
| diagrammed.  An individual agreement is required for each schedule to be timed in this manner.  The 5-minute    |                                                                     |
| value may not be used under any other circumstances                                                             |                                                                     |
| Minimum allowance for freight movements                                                                         |                                                                     |
| Reversal before/after propelling movement                                                                       | 2                                                                   |
| Reversal – NW routes                                                                                            |                                                                     |
| 197                                                                                                             | 3 (2 car)                                                           |
|                                                                                                                 | 4 (3 car and above)                                                 |
| 22X                                                                                                             | 5                                                                   |
| 230                                                                                                             | 4                                                                   |
