|                |                                                                                  |
|:---------------|:---------------------------------------------------------------------------------|
| Palmers Green  |                                                                                  |
| Dwell Time     |                                                                                  |
|                | 1 Up peak Trains arriving King’s Cross/Moorgate 0700 – 0959 SX                   |
|                | 1 Down peak Trains departing King’s Cross/Moorgate 1600 – 1859 SX                |
| Winchmore Hill |                                                                                  |
| Dwell Time     |                                                                                  |
| All services   | 1 - May be reduced to 1⁄2 minute outside SX peak hours following discussion with |
|                | operator                                                                         |
| Enfield Chase  |                                                                                  |
| Dwell Time     |                                                                                  |
|                | 1 Up peak Trains arriving King’s Cross/Moorgate 0700 – 0959 SX                   |
