|                                             |      |       |    |    |                                          |
|:--------------------------------------------|:-----|:------|:---|:---|:-----------------------------------------|
| MD340 ASTON NORTH JN TO ALREWAS (EXCLUSIVE) |      |       |    |    |                                          |
| Timing Section                              | Type | FL/ML | SL | GL | Remarks                                  |
| Down – Sat to Mon                           |      |       |    |    |                                          |
| Approaching Lichfield City                  | E    | 1*    |    |    | * Does not apply to services formed with |
|                                             |      |       |    |    | 323/730 units                            |
| Up – Sat to Mon                             |      |       |    |    |                                          |
| Approaching Aston                           | E    | 1*    |    |    | * Does not apply to services formed with |
|                                             |      |       |    |    | 323/730 units                            |
