|                                                                                                                       |      |                                                      |                                                  |
|:----------------------------------------------------------------------------------------------------------------------|:-----|:-----------------------------------------------------|:-------------------------------------------------|
| SC203 INVERNESS TO WICK                                                                                               |      |                                                      |                                                  |
| TIMING POINT                                                                                                          | DOWN | UP                                                   | NOTES                                            |
| Georgemas Junction – Bower                                                                                            | RB   | RB*                                                  | Single Line                                      |
|                                                                                                                       |      |                                                      | *Long Section Token can be given between Wick    |
|                                                                                                                       |      |                                                      | and Georgemas Junction in the Up direction if    |
|                                                                                                                       |      |                                                      | avaliable.                                       |
|                                                                                                                       |      |                                                      | In the Down direction Georgemas Junction to Wick |
|                                                                                                                       |      |                                                      | is one section only.                             |
| Bower – Wick                                                                                                          | RB   | RB*                                                  | Single Line                                      |
|                                                                                                                       |      |                                                      | *Long Section Token can be given between Wick    |
|                                                                                                                       |      |                                                      | and Georgemas Junction in the Up direction if    |
|                                                                                                                       |      |                                                      | avaliable.                                       |
|                                                                                                                       |      |                                                      | In the Down direction Georgemas Junction to Wick |
|                                                                                                                       |      |                                                      | is one section only.                             |
| SC205 DINGWALL TO KYLE OF LOCHALSH                                                                                    |      |                                                      |                                                  |
| TIMING POINT                                                                                                          | DOWN | UP                                                   | NOTES                                            |
| RB: A following train must wait 1 minute for the train in front to clear the section and then 1 minute to carry out a |      |                                                      |                                                  |
| token exchange before it can depart.                                                                                  |      |                                                      |                                                  |
| Dingwall – Fodderty IB Signal                                                                                         | RB*  | Single Line.                                         |                                                  |
|                                                                                                                       |      | *Long Section Token can be given between Dingwall    |                                                  |
|                                                                                                                       |      | and Garve in both directions if avaliable.           |                                                  |
| Fodderty IB Signal – Garve                                                                                            | RB*  | Single Line.                                         |                                                  |
|                                                                                                                       |      | *Long Section Token can be given between Dingwall    |                                                  |
|                                                                                                                       |      | and Garve in both directions if avaliable.           |                                                  |
| Garve – Achnasheen                                                                                                    | RB*  | Single Line.                                         |                                                  |
|                                                                                                                       |      | *Long Section Token can be given between Garve       |                                                  |
|                                                                                                                       |      | and Strathcarron in both directions if avaliable.    |                                                  |
| Achnasheen – Strathcarron                                                                                             | RB*  | Single Line.                                         |                                                  |
|                                                                                                                       |      | *Long Section Token can be given between Garve       |                                                  |
|                                                                                                                       |      | and Strathcarron in both directions if avaliable.    |                                                  |
| Strathcarron – Stromeferry                                                                                            | RB*  | Single Line                                          |                                                  |
|                                                                                                                       |      | *Long Section Token can be given between             |                                                  |
|                                                                                                                       |      | Strathcarron and Kyle of Lochalsh in both directions |                                                  |
|                                                                                                                       |      | if available                                         |                                                  |
| Stromeferry – Kyle of Lochalsh                                                                                        | RB*  | Single Line                                          |                                                  |
|                                                                                                                       |      | *Long Section Token can be given between             |                                                  |
|                                                                                                                       |      | Strathcarron and Kyle of Lochalsh in both directions |                                                  |
|                                                                                                                       |      | if available                                         |                                                  |
| SC207 GEORGEMAS JUNCTION TO THURSO                                                                                    |      |                                                      |                                                  |
| TIMING POINT                                                                                                          | DOWN | UP                                                   | NOTES                                            |
| RB: A following train must wait 1 minute for the train in front to clear the section and then 1 minute to carry out a |      |                                                      |                                                  |
| token exchange before it can depart.                                                                                  |      |                                                      |                                                  |
| Georgemas Junction – Thurso                                                                                           | RB   | Single Line                                          |                                                  |
