|                                                            |      |     |      |                                        |
|:-----------------------------------------------------------|:-----|:----|:-----|:---------------------------------------|
| SC111 NEWBRIDGE JUNCTION TO BATHGATE                       |      |     |      |                                        |
| TIMING POINT                                               | DOWN | UP  | CODE | NOTES                                  |
| Newbridge Junction                                         | –    | –   |      | To/from Haymarket West Junction –      |
|                                                            |      |     |      | SC107                                  |
| Uphall                                                     | –    | –   |      |                                        |
| Livingston North                                           | –    | –   | S    |                                        |
| Bathgate East Junction                                     | –    | –   | X    | To/from Bathgate LMD                   |
| Bathgate Signal EN2031                                     | –    | –   | S    |                                        |
| Bathgate LMD                                               | –    | –   | S    |                                        |
| Bathgate                                                   | –    | –   |      | Platform detail must be shown          |
|                                                            |      |     |      | To/from Airdrie – SC123                |
| SC113 WINCHBURGH JUNCTION TO DALMENY JUNCTION              |      |     |      |                                        |
| TIMING POINT                                               | DOWN | UP  | CODE | NOTES                                  |
| Winchburgh Junction                                        | –    | –   |      | To/from Linlithgow - SC107             |
| Dalmeny Junction                                           | –    | –   |      | To/from Inverkeithing – SC171          |
| SC115 COWLAIRS WEST JUNCTION TO KNIGHTSWOOD NORTH JUNCTION |      |     |      |                                        |
| TIMING POINT                                               | DOWN | UP  | CODE | NOTES                                  |
| Cowlairs West Junction                                     | –    | –   |      |                                        |
| Cowlairs North Junction                                    | –    | –   |      | To/from Cowlairs East Junction – SC116 |
| Ashfield                                                   | –    | –   | S    |                                        |
| Possilpark & Parkhouse                                     | –    | –   | S    |                                        |
| Gilshochil                                                 | –    | –   | S    |                                        |
| Summerston                                                 | –    | –   | S    |                                        |
| Maryhill                                                   | –    | –   |      | To/from Anniesland - SC115(0)          |
| Knightswood North Junction                                 |      |     |      | To/from Westerton – SC123              |
| SC115(0) MARYHILL TO ANNIESLAND                            |      |     |      |                                        |
| TIMING POINT                                               | DOWN | UP  | CODE | NOTES                                  |
| Maryhill                                                   | –    | –   |      |                                        |
| Kelvindale                                                 | –    | –   | S    |                                        |
| Anniesland                                                 | –    | –   |      | Platform detail must be shown          |
|                                                            |      |     |      | To/from Hyndland SC123                 |
| SC116 COWLAIRS EAST JUNCTION TO COWLAIRS NORTH JUNCTION    |      |     |      |                                        |
| TIMING POINT                                               | DOWN | UP  | CODE | NOTES                                  |
| Cowlairs East Junction                                     | –    | UEG | X    | To/from Bishopbriggs SC107             |
|                                                            |      | DEG |      |                                        |
| Cowlairs North Junction                                    | –    | –   |      | To/from Maryhill – SC115               |
