|                                                                                                                |                                               |           |
|:---------------------------------------------------------------------------------------------------------------|:----------------------------------------------|:----------|
| Strood                                                                                                         |                                               |           |
| Train departing from NK1625 signal into Platform                                                               | Arrive into Platform 2 from Maidstone West or | 2         |
| 3                                                                                                              | Rochester                                     |           |
| Platform 3 departure in Up direction towards                                                                   | Arrive into Platform 2 from Maidstone West or | 2         |
| Higham                                                                                                         | Rochester                                     |           |
| Length Restrictions                                                                                            |                                               |           |
| A train exceeding 111m/17SLU in length will foul 2003 points when standing at NK472 on the Up North Kent       |                                               |           |
| Therefore, junction margins must be based on train’s departure/passing time at Strood. No allowances are       |                                               |           |
| permitted for any train over the above stated lengths                                                          |                                               |           |
| Halling                                                                                                        |                                               |           |
| Junction Margins                                                                                               |                                               |           |
| Train arrives Halling Sidings                                                                                  | Down train depart/pass Cuxton                 | 1⁄2       |
| Halling Sidings                                                                                                |                                               |           |
| Planning Note                                                                                                  |                                               |           |
| A train exceeding 271m/42SLU in length will foul the road crossing at the rear of the yard itself              |                                               |           |
| Allington Sidings                                                                                              |                                               |           |
| Junction Margins                                                                                               |                                               |           |
| First Movement                                                                                                 | Second Movement                               | Margin    |
| Train arrives Allington Sidings                                                                                | Up train pass Maidstone Barracks              | 2         |
| Train arrives Allington Sidings                                                                                | Up train departs Maidstone Barracks           | same time |
| Up train pass/arrive Aylesford                                                                                 | Up train depart Allington Sidings             | same time |
| SO310A LEE SPUR JUNCTION TO LEE LOOP JUNCTION                                                                  |                                               |           |
| Length Restrictions                                                                                            |                                               |           |
| A train exceeding 352m/55SLU in length will foul Lee Spur Junction when standing at TL345. Therefore, junction |                                               |           |
| margins must be based on train’s departure time from TL345 signal                                              |                                               |           |
| A train exceeding 423m/66SLU in length will foul 906 points at Lee when standing at TL299. Therefore, junction |                                               |           |
| margins must be based on train’s departure time at Lee Spur Junction                                           |                                               |           |
| The standage between Shunt signal 1302 is 1 loco (22m) to be clear of fouling 910 points                       |                                               |           |
| The standage between Shunt signal 1305 is 1 loco (22m) to be clear of fouling 910 points                       |                                               |           |
| SO310B CRAYFORD SPUR ‘A’ JUNCTION TO CRAYFORD SPUR ‘B’ JUNCTION                                                |                                               |           |
| Crayford Spur ‘A’ Junction                                                                                     |                                               |           |
| See entry under route SO290                                                                                    |                                               |           |
