|                                                             |           |             |                |                         |
|:------------------------------------------------------------|:----------|:------------|:---------------|:------------------------|
| LN627 LONGLANDS JUNCTION TO NEWCASTLE EAST JUNCTION VIA THE |           |             |                |                         |
| COAST                                                       |           |             |                |                         |
| Down Direction                                              |           |             |                |                         |
| HEADWAY AT                                                  | FOLLOW    | FOLLOW TWM  | FOLLOW FREIGHT | NOTES                   |
|                                                             | PASSENGER |             |                |                         |
| Longlands Junction                                          |           |             | 31⁄2           |                         |
| Boroughbridge Road                                          |           |             | 31⁄2           |                         |
| LC                                                          |           |             |                |                         |
| Northallerton East                                          | 41⁄2      |             | 51⁄2           |                         |
| Jn                                                          |           |             |                |                         |
| Yarm                                                        | 5*        |             | 31⁄2           | *If 1st train stopping  |
|                                                             |           |             |                | Yarm; 3 if not          |
| Eaglescliffe                                                | 4         |             | 4              |                         |
| Stockton Cut Jn                                             | 4         |             | 4              |                         |
| Hartburn Jn                                                 | 4         |             | 4              |                         |
| Norton South Jn                                             | 31⁄2      |             | 51⁄2           |                         |
| Billingham Jn                                               | 41⁄2*     |             | 41⁄2           | * If first train is     |
|                                                             |           |             |                | stopping at             |
|                                                             |           |             |                | Billingham, 31⁄2 if not |
| Greatham SB                                                 | 4         |             | 4              |                         |
| Hartlepool                                                  | AB+1*     |             | AB+2*          | *A train stopping at    |
|                                                             |           |             |                | Hartlepool can          |
|                                                             |           |             |                | depart 4” after         |
|                                                             |           |             |                | preceding train but     |
|                                                             |           |             |                | requires (2) before     |
|                                                             |           |             |                | Horden Signal 7137      |
| Horden Signal 7137                                          | AB+1*     |             | AB+2*          | * A freight from        |
|                                                             |           |             |                | Seaham Harbour          |
|                                                             |           |             |                | does not affect         |
|                                                             |           |             |                | headway from            |
|                                                             |           |             |                | Horden                  |
| Seaham                                                      | 4         |             | 4              |                         |
| Ryhope Grange Jn                                            | 4         |             | 4              |                         |
| Sunderland                                                  | 3         | 4           | 4              | If 2nd train freight,   |
|                                                             |           |             |                | see margins             |
| Boldon West/                                                | 21⁄2      | 3           | 31⁄2           |                         |
| Brockley Whins                                              |           |             |                |                         |
| Pelaw Metro                                                 |           | 3           |                |                         |
| Junction                                                    |           |             |                |                         |
| Pelaw Junction                                              | 5*        |             | 3              | *If 1st train stopping  |
|                                                             |           |             |                | Heworth; 2 if not       |
| Park Lane Junction                                          | 3         |             |                |                         |
| (to Newcastle)                                              |           |             |                |                         |
| High Level Bridge Jn                                        | 3         |             |                |                         |
| LN627 LONGLANDS JUNCTION TO NEWCASTLE EAST JUNCTION VIA THE |           |             |                |                         |
| COAST                                                       |           |             |                |                         |
| Up Direction                                                |           |             |                |                         |
| HEADWAY AT                                                  | FOLLOW    | FOLLOW TWM  | FOLLOW FREIGHT | NOTES                   |
|                                                             | PASSENGER |             |                |                         |
| High Level Bridge Jn                                        | 21⁄2      |             |                |                         |
| Park Lane Junction                                          | 21⁄2      |             | 5              |                         |
| Pelaw Junction                                              | 21⁄2      | See margins | 41⁄2           |                         |
