|                                             |      |        |      |                               |
|:--------------------------------------------|:-----|:-------|:-----|:------------------------------|
| SW110 WOKING JUNCTION TO PORTSMOUTH HARBOUR |      |        |      |                               |
| TIMING POINT                                | DOWN | UP     | CODE | NOTES                         |
| Portsmouth & Southsea Back                  | BKR  | BKR  - | S    |                               |
| Road                                        |      |        |      |                               |
| Portsmouth & Southsea D.C.H.S               |      | BKR    | S    |                               |
| Portsmouth and Southsea                     | -    | UML    |      | Platform detail must be shown |
|                                             |      | UDL    |      |                               |
|                                             |      | BKR    |      |                               |
| Portsmouth Harbour                          |      | -      |      | Platform detail must be shown |
