|                               |                     |                                 |
|:------------------------------|:--------------------|:--------------------------------|
| Principal Timetable Change    | 2nd June 2024       | (Start Date for 2024 Principal  |
| Date 2024                     |                     | Timetable)                      |
| Subsidiary Timetable Change   | 29th September 2024 | (Start Date for 2024 Subsidiary |
| Date 2024                     |                     | Timetable)                      |
| Specified Winter Intermediate | 2nd February 2025   | (Start Date for 2025 SWIP)      |
| Point                         |                     |                                 |
