|                                        |                                                           |                  |                      |         |
|:---------------------------------------|:----------------------------------------------------------|:-----------------|:---------------------|:--------|
|                                        | Adjustments to Sectional Running Times                    |                  |                      |         |
|                                        | Movement                                                  | Reason           | Timing Load          | Value   |
|                                        | Pass to Dainton Tunnel (have stopped at                   | Acceleration     | 150 to 166           | {1⁄2}*  |
|                                        | Newton Abbot)                                             |                  |                      |         |
|                                        |                                                           |                  | Loco hauled          | {1}*    |
|                                        |                                                           |                  | passenger            |         |
|                                        |                                                           |                  |                      |         |
|                                        |                                                           |                  | Freight up to        | {11⁄2}* |
|                                        |                                                           |                  | 1475 tonnes          |         |
|                                        |                                                           |                  | inclusive            |         |
|                                        |                                                           |                  |                      | {2}*    |
|                                        |                                                           |                  | Freight above        |         |
|                                        |                                                           |                  | 1475 tonnes          |         |
|                                        | Pass from Dainton Tunnel to Newton Abbot                  | Approach control | All                  | {1⁄2}   |
|                                        | platform 1 or 2                                           |                  |                      |         |
|                                        | *Applied approaching next timing point                    |                  |                      |         |
|                                        | Planning Note                                             |                  |                      |         |
|                                        | All passenger SRTs are based on running to/from Paignton. |                  |                      |         |
|                                        | Totnes                                                    |                  |                      |         |
|                                        | Dwell Time                                                |                  |                      |         |
|                                        | Class 80x                                                 | 11⁄2             |                      |         |
|                                        | Class 15x                                                 | 1                |                      |         |
|                                        | Class 22x                                                 | 11⁄2             |                      |         |
|                                        | Ivybridge                                                 |                  |                      |         |
|                                        | Dwell Time                                                |                  |                      |         |
|                                        | Class 15x                                                 | 1                |                      |         |
| Tavistock Junction                     |                                                           |                  |                      |         |
| Adjustment to Sectional Running Times  |                                                           |                  |                      |         |
| Movement                               | Reason                                                    | Timing Load      | Value                |         |
| Down pass to GL at Laira Jn            | Approach control                                          | All              | {11⁄2}               |         |
| Down pass to Signal P197               | Deacceleration                                            | All              | {2}                  |         |
| Down pass from Signal P132 or Down     | Acceleration                                              | All              | {1}*                 |         |
| Siding                                 |                                                           |                  |                      |         |
| *Applied approaching next timing point |                                                           |                  |                      |         |
|                                        | Lipson Junction                                           |                  |                      |         |
|                                        | Adjustments to Sectional Running Times                    |                  |                      |         |
|                                        | Movement                                                  | Reason           | Timing Load          | Value   |
|                                        | Down pass from Mount Gould Jn                             | Acceleration     | Passenger            | {1}*    |
|                                        |                                                           |                  | Freight 600t or less | {1}*    |
|                                        |                                                           |                  | Freight 1000t or     | {11⁄2}* |
|                                        |                                                           |                  | less                 |         |
|                                        |                                                           |                  | Freight 1200t or     | {2}*    |
|                                        |                                                           |                  | more                 |         |
|                                        | Up pass to Mount Gould Jn                                 | Approach control | All                  | {1}     |
|                                        | *Applied approaching next timing point                    |                  |                      |         |
