|                    |                         |        |                                  |
|:-------------------|:------------------------|:-------|:---------------------------------|
| STATION            | PLATFORM                | USABLE | NOTES                            |
|                    |                         | LENGTH |                                  |
| Herne Hill         | 4 - Down Passenger Loop | 186    |                                  |
| High Brooms        | 1 - Up Hastings         | 249    |                                  |
| High Brooms        | 2 - Down Hastings       | 249    |                                  |
| Higham             | 1 - Up North Kent       | 300    |                                  |
| Higham             | 2 - Down North Kent     | 286    |                                  |
| Hildenborough      | 1 - Up Main             | 245    |                                  |
| Hildenborough      | 2 - Down Main           | 251    |                                  |
| Hither Green       | 1 - Up Fast             | 285    |                                  |
| Hither Green       | 2 - Down Fast           | 288    |                                  |
| Hither Green       | 3 - Up Slow             | 287    |                                  |
| Hither Green       | 4 - Down Slow           | 284    |                                  |
| Hither Green       | 5 - Up Dartford Loop    | 245    |                                  |
| Hither Green       | 6 - Down Dartford Loop  | 246    |                                  |
| Hollingbourne      | 1 - Up Maidstone        | 124    |                                  |
| Hollingbourne      | 2 - Down Maidstone      | 124    |                                  |
| Kearsney           | 1 - Up Main             | 169    |                                  |
| Kearsney           | 2 - Down Main           | 161    |                                  |
| Kemsing            | 1 - Up Maidstone        | 122    |                                  |
| Kemsing            | 2 - Down Maidstone      | 121    |                                  |
| Kemsley            | 1 - Up Branch           | 167    |                                  |
| Kemsley            | 2 - Down Branch         | 168    |                                  |
| Kent House         | 1 - Up Passenger Loop   | 186    | (See Section 5.4.1 for full loop |
|                    |                         |        | capacity)                        |
| Kent House         | 2 - Up Chatham Main     | 185    |                                  |
| Kent House         | 3 - Down Chatham Main   | 182    |                                  |
| Kent House         | 4 - Down Passenger Loop | 183    | (See Section 5.4.1 for full loop |
|                    |                         |        | capacity)                        |
| Kidbrooke          | 1 - Up Bexleyheath      | 284    |                                  |
| Kidbrooke          | 2 - Down Bexleyheath    | 284    |                                  |
| Knockholt          | 1 - Up Main             | 288    |                                  |
| Knockholt          | 2 - Down Main           | 291    |                                  |
| Ladywell           | 1 - Up Mid Kent         | 291    |                                  |
| Ladywell           | 2 - Down Mid Kent       | 292    |                                  |
| Lee                | 1 - Up Dartford Loop    | 249    |                                  |
| Lee                | 2 - Down Dartford Loop  | 252    |                                  |
| Lenham             | 1 - Up Maidstone        | 167    |                                  |
| Lenham             | 2 - Down Maidstone      | 167    |                                  |
| Lewisham           | 1 - Up Mid Kent         | 297    |                                  |
| Lewisham           | 2 - Down Mid Kent       | 297    |                                  |
| Lewisham           | 3 - Up North Kent       | 297    |                                  |
| Lewisham           | 4 - Down North Kent     | 297    |                                  |
| London Blackfriars | 1 – Down Snow Hill      | 269    |                                  |
| London Blackfriars | 2 – Up Snow Hill        | 282    |                                  |
| London Blackfriars | 3  - Bay                | 282    |                                  |
| London Blackfriars | 4 – Bay                 | 284    |                                  |
