|                                            |      |       |      |                                             |
|:-------------------------------------------|:-----|:------|:-----|:--------------------------------------------|
| SO680 SOUTH BERMONDSEY JUNCTION TO HORSHAM |      |       |      |                                             |
| TIMING POINT                               | DOWN | UP    | CODE | NOTES                                       |
| South Bermondsey Junction                  | -    | -     |      | To/from London Bridge - SO510               |
| South Bermondsey                           | -    | -     | S    | Platform detail must be shown               |
| Old Kent Road Junction                     | -    | - DSL |      | Line code DSL applies to trains that are    |
|                                            |      |       |      | terminating in the Down Platform (Platform  |
|                                            |      |       |      | 2) at South Bermondsey.                     |
| Queens Road Peckham                        | -    | -     | S    | Platform detail must be shown               |
| Peckham Rye                                | -    | -     |      | Platform detail must be shown               |
|                                            |      |       |      | To/from Crofton Road Junction - Refer to    |
|                                            |      |       |      | Kent Timetable Planning Rules - SO260       |
|                                            |      |       |      | and SO645                                   |
| Peckham Rye Junction                       |      |       |      | For planning purposes this timing point is  |
|                                            |      |       |      | shown as Peckham Rye                        |
| East Dulwich                               | -    | -     | S    |                                             |
| North Dulwich                              | -    | -     | S    |                                             |
| Tulse Hill Signal TVC165                   | -    |       |      | TIPLOC TULS165                              |
|                                            |      |       |      | Reversing point for movements to / from     |
|                                            |      |       |      | Tulse Hill                                  |
| Tulse Hill                                 | -    | -     |      | Platform detail must be shown               |
|                                            |      |       |      | To/from Leigham Junction - SO680B           |
|                                            |      |       |      | To/from West Norwood - SO680C               |
|                                            |      |       |      | To/from Herne Hill - SO680A                 |
| Streatham                                  | -    | -     |      | Platform detail must be shown for trains    |
|                                            |      |       |      | reversing direction or departing Platform 2 |
|                                            |      |       |      | to the Down Portsmouth                      |
| Streatham Junction                         |      |       |      | To/from Streatham Common - SO680D           |
|                                            |      |       |      | For planning purposes this timing point is  |
|                                            |      |       |      | shown as Streatham                          |
| Streatham Shunt Signal TVC174              | -    |       |      | Use TIPLOC STRE174                          |
| Streatham South Junction                   | -    | -     |      | To/from Streatham North Junction -          |
|                                            |      |       |      | SO680E                                      |
|                                            |      |       |      | To/from Tooting - SO700                     |
| Streatham South Junction Shunt             | -    |       |      | Use TIPLOC STRE176                          |
| Signal 176                                 |      |       |      |                                             |
| Mitcham Eastfields                         | -    | -     | S    |                                             |
| Mitcham Junction                           | -    | -     |      |                                             |
| Hackbridge                                 | -    | -     | S    |                                             |
| Carshalton                                 | -    | -     | S    |                                             |
| Sutton                                     | -    | -     |      | Platform detail must be shown               |
|                                            |      |       |      | To/from West Sutton – SO700                 |
| Cheam                                      | -    | -     | S    |                                             |
| Ewell East                                 | -    | -     | S    |                                             |
| Epsom Signal W1181                         | -    |       | S    |                                             |
| Epsom                                      | -    | -     |      | Platform detail must be shown               |
|                                            |      |       |      | To/from Ewell West – Refer to Wessex        |
|                                            |      |       |      | Timetable Planning Rules – SW180            |
| Epsom Down Siding                          |      | -     | S    | Siding detail must be shown                 |
| Epsom Up Siding                            |      | -     | S    | Siding detail must be shown                 |
| Ashtead                                    | -    | -     | S    |                                             |
| Leatherhead Signal W1195                   | -    |       | S    |                                             |
| Leatherhead                                | -    | -     |      | Platform detail must be shown               |
|                                            |      |       |      | To/from Bookham - Refer to Wessex           |
|                                            |      |       |      | Timetable Planning Rules - SW205            |
| Boxhill and Westhumble                     | -    | -     | S    |                                             |
| Dorking                                    | -    | -     |      | Platform detail must be shown               |
