|                                                         |      |     |    |                                                 |                                                  |
|:--------------------------------------------------------|:-----|:----|:---|:------------------------------------------------|:-------------------------------------------------|
| LN101 LONDON KING’S CROSS TO SHAFTHOLME JUNCTION        |      |     |    |                                                 |                                                  |
| Timing Section                                          | Type | LH  | MU | Freight                                         | Remarks                                          |
|                                                         |      | HST |    |                                                 |                                                  |
|                                                         |      | 80X |    |                                                 |                                                  |
|                                                         |      | 22X |    |                                                 |                                                  |
| Down                                                    |      |     |    |                                                 |                                                  |
| Approach Welwyn Garden                                  | E    |     | 1  | Applied for trains terminating at Welwyn Garden |                                                  |
| City                                                    |      |     |    | City Only                                       |                                                  |
| Approach Stevenage                                      | P    | 1*  | 1* | *Not applicable to trains from Hertford Loop    |                                                  |
|                                                         | E    |     | 1* |                                                 |                                                  |
| Approach Holme Jn                                       | E    | 1   | 11 |                                                 |                                                  |
| Approach Newark                                         | E    | 1   | 11 |                                                 |                                                  |
| Northgate                                               |      |     |    |                                                 |                                                  |
| Approach Loversall Carr Jn                              | E    | 1   | 1  | 1                                               |                                                  |
| Up                                                      |      |     |    |                                                 |                                                  |
| Approach Doncaster                                      | E    | 1*  | 1* | 1                                               | *Not required for services that are routed       |
|                                                         |      |     |    |                                                 | towards Sheffield                                |
| Approach Newark F.C.                                    | E    | 1*  | 1* | 1*                                              | *May be shown approaching Newark Northgate       |
|                                                         |      |     |    |                                                 | for trains booked to call there                  |
| After Tallington                                        | E    | 1   | 1  | 1                                               | Does not apply to trains from Stamford direction |
|                                                         |      |     |    |                                                 | (LN3615) or EMR services from Nottingham         |
|                                                         |      |     |    |                                                 | Branch Junction                                  |
| Approach Welwyn Garden                                  | E    |     |    | 1                                               |                                                  |
| City                                                    |      |     |    |                                                 |                                                  |
| Approaching Potters Bar                                 | P    | 1   | 1  |                                                 |                                                  |
| Approach Belle Isle                                     | E    | 1*  | 1* | 1                                               | Services routed towards the North London Lines   |
|                                                         |      |     |    |                                                 | (LN115) are to receive this allowance            |
|                                                         |      |     |    |                                                 | approaching Copenhagen Jn.                       |
|                                                         |      |     |    |                                                 | *This does not apply to ECS moves to Kings       |
|                                                         |      |     |    |                                                 | Cross originating at Bounds Green, Hornsey       |
|                                                         |      |     |    |                                                 | EMUD or Ferme Park sidings, or Hornsey or        |
|                                                         |      |     |    |                                                 | Bowes Park Reversing Sidings.                    |
| LN105 MOORGATE TO FINSBURY PARK JUNCTION                |      |     |    |                                                 |                                                  |
| Timing Section                                          | Type | LH  | MU | Freight                                         | Remarks                                          |
|                                                         |      | HST | LL |                                                 |                                                  |
|                                                         |      | 80X |    |                                                 |                                                  |
|                                                         |      | 22X |    |                                                 |                                                  |
| Up – Weekdays                                           |      |     |    |                                                 |                                                  |
| Approach Moorgate                                       | E    |     | 1  |                                                 |                                                  |
| LN110 CANONBURY WEST JUNCTION TO FINSBURY PARK JUNCTION |      |     |    |                                                 |                                                  |
| Timing Section                                          | Type | LH  | MU | Freight                                         | Remarks                                          |
| Up                                                      |      |     |    |                                                 |                                                  |
| Approach Canonbury West                                 | E    | 1   | 1  | 1                                               |                                                  |
