|                                                                                                                  |                                                                         |      |     |                   |                      |
|:-----------------------------------------------------------------------------------------------------------------|:------------------------------------------------------------------------|:-----|:----|:------------------|:---------------------|
| Cardiff Central                                                                                                  |                                                                         |      |     |                   |                      |
| Up arrival from Up Barry to Platform 1/2/3                                                                       | Down train pass platform 4 to Down Barry                                | 21⁄2 |     |                   |                      |
|                                                                                                                  | Relief                                                                  |      |     |                   |                      |
| Down train pass Line D/C to Down Barry/Down                                                                      | Down train depart Platform 4/6/7/8 to Line D/E                          | 21⁄2 |     |                   |                      |
| Barry Relief                                                                                                     |                                                                         |      |     |                   |                      |
| Up train passing Line C/D from Up Barry                                                                          | Down train pass platform 4 to Down Barry                                | 3    |     |                   |                      |
|                                                                                                                  | Relief                                                                  |      |     |                   |                      |
| Up train depart Platform 0 to Line D/E                                                                           | Up train pass Line C from Line C                                        | 31⁄2 |     |                   |                      |
| Down departure Platform 0/1/2 to Line D/E                                                                        | Up arrive/pass Platform 1/2/Line C from Line                            | 4    |     |                   |                      |
|                                                                                                                  | C                                                                       |      |     |                   |                      |
| DowndeparturePlatform0/1/2/3/4/6toLine                                                                           | Pass Line C from Up Barry/Up Barry Relief                               | 4    |     |                   |                      |
| A/D/E                                                                                                            |                                                                         |      |     |                   |                      |
| Down departure Platform 0/1 to Line D/E                                                                          | Up arrival Platform 1/2 from Line A/C                                   | 41⁄2 |     |                   |                      |
| Down departure Platform 4 to Line D/E                                                                            | Up arrival Platform 0/1/2 from Up Barry/Up                              | 41⁄2 |     |                   |                      |
|                                                                                                                  | Barry Relief                                                            |      |     |                   |                      |
| Down departure Platform 4/6 to Line A                                                                            | Arrive/Pass Platform 0/1/2/Line C/Line D from                           | 41⁄2 |     |                   |                      |
|                                                                                                                  | Line C                                                                  |      |     |                   |                      |
| Down train pass Line C to Down Barry Relief                                                                      | Up arrival Platform 0/1/2 from Line C/D/E                               | 41⁄2 |     |                   |                      |
| Down departure Platform 4 to Down Barry Relief                                                                   | Up train pass Platform 3 from Up Barry                                  | 41⁄2 |     |                   |                      |
| Down departure Platform 6 to Down Barry Relief                                                                   | Up train pass Platform 2 from Up Barry                                  | 41⁄2 |     |                   |                      |
| Down departure Platform 6/7 to Line D/E                                                                          | Up arrival Platform 4 from Up Barry Relief                              | 31⁄2 |     |                   |                      |
| Down departure Platform 0/1 to Line D/E                                                                          | Up arrival Platform 1/2 from Line A/B                                   | 5    |     |                   |                      |
| Down departure Platform 6 to Line A                                                                              | Up arrival Platform 0/2/Line C/Line D from                              | 51⁄2 |     |                   |                      |
|                                                                                                                  | Line B                                                                  |      |     |                   |                      |
| Down departure Platform 3/4 to Line A                                                                            | Up arrival Platform 0/1/2/Line C/Line D from                            | 6    |     |                   |                      |
|                                                                                                                  | Line B                                                                  |      |     |                   |                      |
| Platform Re-occupation                                                                                           | mins Cardiff Valley Services                                            |      |     |                   |                      |
|                                                                                                                  | mins All except Cardiff Valley Services                                 |      |     |                   |                      |
|                                                                                                                  | mins Where trains are using the same platform in the opposite direction |      |     |                   |                      |
| Station Working                                                                                                  |                                                                         |      |     |                   |                      |
| Units coming empty stock from Canton Depot to work services to Manchester, Holyhead, Crewe, Birmingham,          |                                                                         |      |     |                   |                      |
| Portsmouth, Brighton, Penzance and Paignton that do not require cleaning should be allowed 5 minutes in the      |                                                                         |      |     |                   |                      |
| Platform prior to departure for labelling and boarding of passengers.                                            |                                                                         |      |     |                   |                      |
| Units coming empty stock from Canton Depot to work services to Manchester, Holyhead, Crewe, Birmingham,          |                                                                         |      |     |                   |                      |
| Portsmouth, Brighton, Penzance and Paignton that do require cleaning, tanking and labelling should be allowed 10 |                                                                         |      |     |                   |                      |
| minutes in the Platform prior to departure.                                                                      |                                                                         |      |     |                   |                      |
| Prior to submitting a bid, Train Operators are requested to discuss with their Network Rail Business Manager any |                                                                         |      |     |                   |                      |
| service (i) with a proposed platform occupation time of longer than 10 minutes beyond the specified minimum      |                                                                         |      |     |                   |                      |
| Turnround allowance time and/or (ii) which requires attaching and/or detaching of locomotive(s).  The maximum    |                                                                         |      |     |                   |                      |
| dwell time for through services is 15 minutes.                                                                   |                                                                         |      |     |                   |                      |
| Turnround allowances                                                                                             |                                                                         |      |     |                   |                      |
|                                                                                                                  | LH                                                                      | 22X  | DMU | Class 80X (5 car) | Class 80X (9/10 Car) |
| Cardiff Valley terminus (including                                                                               |                                                                         |      | 3   |                   |                      |
| Barry Island/Penarth)                                                                                            |                                                                         |      |     |                   |                      |
| From Maesteg/Swansea                                                                                             | 20                                                                      |      | 10  | 10^               | 10^                  |
| West Wales                                                                                                       | 20                                                                      |      | 15  | 15^               | 15^                  |
| Paddington/Waterloo                                                                                              | 30                                                                      |      | 20  | 20^               | 20^                  |
| Worcester / Birmingham /                                                                                         | 30                                                                      | 20   | 15# |                   |                      |
| Nottingham & beyond                                                                                              |                                                                         |      |     |                   |                      |
| North of Hereford                                                                                                | 30¥                                                                     | 25   | 30¥ |                   |                      |
| Bristol/Hereford/Cheltenham/Glouc                                                                                | 20                                                                      | 10   | 10  | 10^               | 10^                  |
| ester                                                                                                            |                                                                         |      |     |                   |                      |
| Taunton/Westbury/Warminster                                                                                      | 30                                                                      | 20$  | 15# | 15^               | 20^                  |
| Portsmouth/Salisbury                                                                                             | 30                                                                      | 20$  | 20$ |                   |                      |
| Locations West of Taunton                                                                                        | 30                                                                      | 20$  | 20$ | 15^               | 20^                  |
