|                                 |                                                                                                                 |      |
|:--------------------------------|:----------------------------------------------------------------------------------------------------------------|:-----|
|                                 | Portsmouth Arms                                                                                                 |      |
|                                 | Dwell Time                                                                                                      |      |
|                                 | 15x to 16x                                                                                                      | 1⁄2* |
|                                 | * : Request Stop                                                                                                |      |
|                                 | Umberleigh                                                                                                      |      |
|                                 | Dwell Time                                                                                                      |      |
|                                 | 15x to 16x                                                                                                      | 1⁄2* |
|                                 | * : Request Stop                                                                                                |      |
|                                 | Chapelton                                                                                                       |      |
|                                 | Dwell Time                                                                                                      |      |
|                                 | 15x to 16x                                                                                                      | 1⁄2* |
|                                 | * : Request Stop                                                                                                |      |
|                                 | Barnstaple                                                                                                      |      |
|                                 | Turnround allowances                                                                                            |      |
|                                 |                                                                                                                 | DMU  |
|                                 | From Exeter St David’s, Exeter                                                                                  | 5    |
|                                 | central, St James’ Park and                                                                                     |      |
|                                 | Pinhoe                                                                                                          |      |
|                                 | From Beyond Exeter                                                                                              | 10*  |
|                                 | * : May be reduced to 5 minutes if train has extended dwell at Exeter St Davids.                                |      |
| GW608 CREDITON TO MELDON QUARRY |                                                                                                                 |      |
| Okehampton                      |                                                                                                                 |      |
| Turnaround allowances           |                                                                                                                 |      |
|                                 | DMU                                                                                                             |      |
| From Exeter area                | 5                                                                                                               |      |
|                                 | GW610 CRANNAFORD L.C. (INCL.) TO EXETER ST. DAVID’S                                                             |      |
|                                 | Pinhoe                                                                                                          |      |
|                                 | Planning note                                                                                                   |      |
|                                 | A train that is required to depart Pinhoe Platform 1 in the Up direction and shunt behind Signal EJ1 prevents a |      |
|                                 | train in the Down direction from being signalled beyond Honiton station (SE4807 or SE4809).                     |      |
|                                 | Therefore, any Down direction trains must be planned to depart Honiton no less than 1 minute after a shunt move |      |
|                                 | has arrived into Pinhoe Platform 2.                                                                             |      |
