|                        |                                             |
|:-----------------------|:--------------------------------------------|
| Datastream             | Purpose                                     |
| OLE contact            | Reliability of overhead line                |
| OLE non-contact        | Reliability of overhead line                |
| Conductor rail         | Reliability of conductor rail               |
| OLE imagery            | Reliability of overhead line                |
| Imagery (Standard Def) | Enables remote worksite planning, walk outs |
