|                                                 |                                                |                   |
|:------------------------------------------------|:-----------------------------------------------|:------------------|
| Gloucester                                      |                                                |                   |
| An arrival into platform 1 from Horton Road Jn  | An arrival into platform 2 from Horton Road Jn | 2 mins            |
|                                                 | via UML                                        |                   |
| An arrival into Platform 1 from Horton Road Jn  | A departure from Platform 2 to Horton Road Jn  | 2 mins            |
|                                                 | via the Up Main                                |                   |
| An arrival into Platform 1 from Horton Road Jn  | A departure from Platform 3                    | Simultaneous      |
| An arrival into Platform 2 from Horton Road Jn  | A departure from Platform 3                    | 2 minutes         |
| An arrival into Platform 2 from Horton Road Jn  | An arrival into Platform 3                     | 3 minutes         |
| A departure from platform 2 towards Awre        | A departure from platform 1 towards Awre       | 31⁄2 minutes      |
| A departure from Platform 3                     | An arrival into Platform 2 via the UML from    | Simultaneous      |
|                                                 | Horton Road Jn (preferred route in this        |                   |
|                                                 | scenario)                                      |                   |
| A departure from Platform 3                     | An arrival into Platform 2 via Platform 1 (not | Second train      |
|                                                 | preferred due to signalling time-out)          | passes            |
|                                                 |                                                | Horton Rd jn      |
|                                                 |                                                | 2 minutes         |
|                                                 |                                                | after first train |
|                                                 |                                                | departs           |
|                                                 |                                                | Gloucester        |
|                                                 |                                                | Platform 3.       |
| An arrival into Platform 2 from Horton Road Jn  | An arrival into Platform 1 from Horton Road Jn | Second train      |
|                                                 |                                                | passes            |
|                                                 |                                                | Horton Rd Jn      |
|                                                 |                                                | 1 minute after    |
|                                                 |                                                | the first train   |
|                                                 |                                                | arrives           |
|                                                 |                                                | platform 2,       |
|                                                 |                                                | refer also to     |
|                                                 |                                                | the               |
|                                                 |                                                | adjustment        |
|                                                 |                                                | allowances        |
|                                                 |                                                | table             |
| An arrival into Platform 1 from Horton Road Jn  | An Up arrival into Platform 2 from Gloucester  | 3 minutes         |
|                                                 | West / Awre                                    |                   |
| An Up arrival into Platform 2 from Gloucester   | An arrival into Platform 1 from Horton Road Jn | 4 minutes         |
| West / Awre                                     |                                                |                   |
| An arrival into Platform 2 from Barnwood Jn via | A departure from Platform 1 towards            | No conflict       |
| the UML                                         | Gloucester Yard Jn                             |                   |
| An arrival into Platform 2 from Gloucester Yard | A departure from Platform 1 towards Horton     | Apply a 2         |
| Jn via the UML                                  | Road Jn                                        | minute            |
|                                                 |                                                | junction          |
|                                                 |                                                | margin at         |
|                                                 |                                                | Horton Rd Jn      |
| An arrival into Platform 2 from Horton Road Jn  | A departure from Platform 4 or the Up Relief   | 1 minute          |
| via the UML                                     | Line towards Horton Road Jn                    |                   |
| An arrival into Platform 3                      | A departure from Platform 2 towards Awre       | 2 minutes         |
