|                                                             |                    |                                                             |
|:------------------------------------------------------------|:-------------------|:------------------------------------------------------------|
| SO290 NORTH KENT EAST JUNCTION TO DARTFORD JUNCTION (VIA    |                    |                                                             |
| GREENWICH)                                                  |                    |                                                             |
| Line/Location                                               | Section            | Remarks                                                     |
| Dartford                                                    | Dartford Junction  | Critical times SX 06.30-09.30, 16.30-19.30                  |
|                                                             |                    | Both directions                                             |
| SO300 LEWISHAM TO CRAYFORD CREEK JUNCTION                   |                    |                                                             |
| Line/Location                                               | Section            | Remarks                                                     |
| Lewisham                                                    | Lewisham Junction  | Critical times SX 0700-09.30, 16.30-19.00                   |
|                                                             |                    | All directions                                              |
| SO310 HITHER GREEN TO MAIDSTONE WEST (VIA DARTFORD)         |                    |                                                             |
| Line/Location                                               | Section            | Remarks                                                     |
| Dartford                                                    | Dartford Junction  | Critical times SX 06.30-09.30, 16.30-19.30                  |
|                                                             |                    | Both directions                                             |
| SO330 NUNHEAD TO HAYES                                      |                    |                                                             |
| Line/Location                                               | Section            | Remarks                                                     |
| Lewisham                                                    | Lewisham Junction  | Critical times SX 07.00-09.30, 16.30-19.00                  |
|                                                             |                    | All directions                                              |
| SO140A OTFORD JUNCTION TO SEVENOAKS                         |                    |                                                             |
| Line/Location                                               | Section            | Remarks                                                     |
| Otford Junction                                             | Otford Junction to | No train may follow a freight train until the freight train |
|                                                             | Sevenoaks          | has cleared the junction at Sevenoaks                       |
| SO250 FACTORY JUNCTION TO MITRE BRIDGE JUNCTION             |                    |                                                             |
| Line/Location                                               | Section            | Remarks                                                     |
| For Route SO250D Please see Sussex Timetable Planning Rules |                    |                                                             |
