|                                                              |      |       |    |    |                                        |
|:-------------------------------------------------------------|:-----|:------|:---|:---|:---------------------------------------|
| LN3273 IRONVILLE JUNCTION TO SHIREBROOK JUNCTION             |      |       |    |    |                                        |
| Timing Section                                               | Type | FL/ML | SL | GL | Remarks                                |
| Down – SX Daytime                                            |      |       |    |    |                                        |
| Approaching Mansfield                                        | E    | 1     |    |    |                                        |
| Woodhouse                                                    |      |       |    |    |                                        |
| Up – SX Daytime                                              |      |       |    |    |                                        |
| Approaching Kirkby Lane End Jn                               | E    | 1     |    |    |                                        |
| LN3501 DERBY LONDON ROAD JUNCTION TO TAMWORTH (EXCLUSIVE)    |      |       |    |    |                                        |
| Timing Section                                               | Type | FL/ML | SL | GL | Remarks                                |
| Up – SX Daytime                                              |      |       |    |    |                                        |
| Approaching Derby                                            | E    | 1*    | 1* |    | *Can be applied approaching Derby L&NW |
|                                                              |      |       |    |    | Junction if required                   |
| LN3505 NORTH STAFFORD JUNCTION TO STOKE JUNCTION (EXCLUSIVE) |      |       |    |    |                                        |
| Timing Section                                               | Type | FL/ML | SL | GL | Remarks                                |
| Down – SX Daytime                                            |      |       |    |    |                                        |
| Approaching Stoke Jn                                         | E    | 1     |    |    |                                        |
| LN3520 SHEET STORES JUNCTION TO STENSON JUNCTION             |      |       |    |    |                                        |
| Timing Section                                               | Type | FL/ML | SL | GL | Remarks                                |
| Up – SX Daytime                                              |      |       |    |    |                                        |
| Approaching Sheet Stores Jn                                  | E    | 1     |    |    |                                        |
| LN3525 KNIGHTON JUNCTION TO LEICESTER JUNCTION               |      |       |    |    |                                        |
| Timing Section                                               | Type | FL/ML | SL | GL | Remarks                                |
| Up – SX Daytime                                              |      |       |    |    |                                        |
| Approaching Birmingham Curve                                 | E    | 3     |    |    |                                        |
| Jn                                                           |      |       |    |    |                                        |
| LN3601 KETTERING NORTH JUNCTION TO MANTON JUNCTION           |      |       |    |    |                                        |
| Timing Section                                               | Type | FL/ML | SL | GL | Remarks                                |
| Down – SX Daytime                                            |      |       |    |    |                                        |
| Approaching Manton Jn                                        | E    | 1     |    |    |                                        |
| Up – SX Daytime                                              |      |       |    |    |                                        |
| Approaching Corby North Jn                                   | E    | 2     |    |    |                                        |
| Approaching Kettering North Jn                               | E    | 1     |    |    |                                        |
