|                                                                                          |                                   |                     |       |
|:-----------------------------------------------------------------------------------------|:----------------------------------|:--------------------|:------|
| Movement                                                                                 | Reason                            | Timing              | Value |
|                                                                                          |                                   | Load                |       |
| From the Down Main to Down Loop                                                          | Slow speed at loop entry (25 mph) | All traffic         | +{1}  |
| Barnwood Junction                                                                        |                                   |                     |       |
| Adjustments to Sectional Running Times (allowance to be shown after this location)       |                                   |                     |       |
| Movement                                                                                 | Reason                            | Timing Load         | Value |
| From Gloucester to Cheltenham Spa                                                        | Slow speed junction               | D245 – 455          | +{1}  |
| Pass to Pass and Pass to Stop                                                            |                                   | HST/22X/150/158/16x |       |
|                                                                                          |                                   | 170                 |       |
| Adjustments to Sectional Running Times (allowance to be shown approaching this location) |                                   |                     |       |
| Movement                                                                                 | Reason                            | Timing Load         | Value |
| From Cheltenham Spa to Gloucester                                                        | Slow speed junction               | D245 - D455         | +{1}  |
| Start to Pass and Pass to Pass                                                           |                                   | HST/22X/150/158/16x |       |
|                                                                                          |                                   | 170                 |       |
| Junction Margins (Northbound trains)                                                     |                                   |                     |       |
| First Movement                                                                           | Second Movement                   | Margin              | Notes |
