|                                                                                                                      |        |
|:---------------------------------------------------------------------------------------------------------------------|:-------|
| Portsmouth Harbour                                                                                                   |        |
| Platform Re-occupation                                                                                               |        |
|                                                                                                                      | Margin |
| Between a departure and an                                                                                           | 3      |
| arrival in the same Platform                                                                                         |        |
| Station Working Requirements                                                                                         |        |
| Platforms 3, 4 and 5 are restricted to 12 cars only and, if there are 12 cars they must not consist of more than two |        |
| trains.                                                                                                              |        |
| Platforming restrictions apply to trains formed of Class 165 or 166 – check Sectional Appendix for details.          |        |
| SW115 WORTING JUNCTION TO PINHOE                                                                                     |        |
| Worting Junction                                                                                                     |        |
| See entry under route – SW105                                                                                        |        |
| Overton                                                                                                              |        |
| Dwell Times                                                                                                          |        |
| Class 159 DMU                                                                                                        | 1      |
| Up direction services departing between 0600 and 0900 or Down direction services arriving                            |        |
| between 1700 and 1930 Monday to Friday                                                                               |        |
| Whitchurch                                                                                                           |        |
| Dwell Times                                                                                                          |        |
| Class 159 DMU                                                                                                        | 1      |
| Up direction services departing between 0600 and 0900 or Down direction services arriving                            |        |
| between 1700 and 1930 Monday to Friday                                                                               |        |
| Andover                                                                                                              |        |
| Dwell Times                                                                                                          |        |
| Class 159 DMU                                                                                                        | 11⁄2   |
| Grateley                                                                                                             |        |
| Dwell Times                                                                                                          |        |
