|                                                                |      |     |     |     |                                          |
|:---------------------------------------------------------------|:-----|:----|:----|:----|:-----------------------------------------|
| SC151 PORTOBELLO TO LEITH SOUTH YARD (GOODS LINE)              |      |     |     |     |                                          |
| Timing Section                                                 | Type | LH  | MU# | FRT | Remarks                                  |
|                                                                |      | HST |     |     |                                          |
|                                                                |      | 22X |     |     |                                          |
| Down – Sundays                                                 |      |     |     |     |                                          |
| Portobello Junction – Leith SouthE1                            | E    |     |     | 1   |                                          |
| Up –Sundays                                                    |      |     |     |     |                                          |
| Leith South – Portobello Junction                              | E    |     |     | 1   |                                          |
| Portobello Junction – Leith SouthE1                            | E    |     |     | 1   |                                          |
| Up –Sundays                                                    |      |     |     |     |                                          |
| SC155 MONKTONHALL JUNCTION TO MILLERHILL YARD                  |      |     |     |     |                                          |
| Timing Section                                                 | Type | LH  | MU  | FRT |                                          |
|                                                                |      | HST |     |     |                                          |
|                                                                |      | 22X |     |     |                                          |
| Down – Sundays                                                 |      |     |     |     |                                          |
| Monktonhall Junction – Millerhill                              | E    |     |     | 2   |                                          |
| SS                                                             |      |     |     |     |                                          |
| Up – Sundays                                                   |      |     |     |     |                                          |
| Millerhill SS – Monktonhall                                    | E    |     |     | 2   |                                          |
| Junction                                                       |      |     |     |     |                                          |
| SC161 MILLERHILL YARD TO PORTOBELLO JUNCTION (MILLERHILL LINE) |      |     |     |     |                                          |
| Timing Section                                                 | Type | LH  | MU  | FRT |                                          |
|                                                                |      | HST |     |     |                                          |
|                                                                |      | 22X |     |     |                                          |
| Down – Sundays                                                 |      |     |     |     |                                          |
| Millerhill SS – Portobello Junction                            | E    |     |     | 1   |                                          |
| Up – Sundays                                                   |      |     |     |     |                                          |
| Portobello Junction – Millerhill SS                            | E    |     |     | 1   |                                          |
| SC171 HAYMARKET WEST JUNCTION TO DUNDEE CENTRAL JUNCTION       |      |     |     |     |                                          |
| (VIA KIRKCALDY)                                                |      |     |     |     |                                          |
| Timing Section                                                 | Type | LH  | MU  | FRT |                                          |
|                                                                |      | HST |     |     |                                          |
|                                                                |      | 22X |     |     |                                          |
|                                                                |      | 80X |     |     |                                          |
| Down – Sundays                                                 |      |     |     |     |                                          |
| Dalmeny – North Queensferry                                    | E    | 3   | 3   | 5   | Until 08.00 – 10.30. Trains to be timed  |
|                                                                |      |     |     |     | over one line only.  Other Allowances As |
|                                                                |      |     |     |     | Weekdays                                 |
| Up –Sundays                                                    |      |     |     |     |                                          |
| North Queensferry – Dalmeny                                    | E    | 3   | 3   | 5   | Until 08.30 – 10.30. Trains to be timed  |
|                                                                |      |     |     |     | over one line only.  Other Allowances As |
|                                                                |      |     |     |     | Weekdays                                 |
