|                                              |      |    |      |                                             |
|:---------------------------------------------|:-----|:---|:-----|:--------------------------------------------|
| NW6011 BOLTON EAST JN TO BLACKBURN BOLTON JN |      |    |      |                                             |
| TIMING POINT                                 | DOWN | UP | CODE | NOTES                                       |
| Bolton East Jn                               |      |    |      | To/from Salford Crescent – NW6001           |
| Bolton                                       | –    | –  |      | Platform detail must be shown.  No access   |
|                                              |      |    |      | to/from Platforms 2, 4 or 5                 |
| Bolton West Jn                               |      |    |      | Single line from Bolton West Jn to/from     |
|                                              |      |    |      | Astley Bridge Jn                            |
| Astley Bridge Jn                             |      |    |      |                                             |
| Hall i’ th’ Wood                             | –    | –  | S    |                                             |
| Bromley Cross                                | –    | –  |      | Single line from 13 miles 75 chains to/from |
|                                              |      |    |      | Darwen South Jn                             |
| Entwistle                                    | –    | –  | S    |                                             |
| Darwen South Jn                              |      |    |      |                                             |
| Darwen                                       | –    | –  |      | Passing Loop                                |
| Darwen North Jn                              |      |    |      | Single line from Darwen North Jn to/from    |
|                                              |      |    |      | Blackburn Bolton Jn                         |
| Blackburn Bolton Branch Jn                   |      |    |      |                                             |
| Blackburn Bolton Jn                          |      |    |      | To/from Blackburn – NW7009                  |
| NW6013 LOSTOCK JN TO CROW NEST JN            |      |    |      |                                             |
| TIMING POINT                                 | DOWN | UP | CODE | NOTES                                       |
| Lostock Jn                                   | –    | –  |      | To/from Bolton – NW6001                     |
| Westhoughton                                 | –    | –  | S    |                                             |
| Crow Nest Jn                                 | –    | –  |      | To/from Wigan Wallgate – NW6009             |
| NW6015 WIGAN WALLGATE TO HEADBOLT LANE       |      |    |      |                                             |
| TIMING POINT                                 | DOWN | UP | CODE | NOTES                                       |
| Wigan Wallgate Jn                            |      |    |      | To/from Wigan Wallgate – NW6009             |
| Pemberton                                    | –    | –  | S    |                                             |
| Orrell                                       | –    | –  | S    |                                             |
| Upholland                                    | –    | –  | S    |                                             |
| Rainford                                     | –    | –  |      | Token exchange point for trains to/from     |
|                                              |      |    |      | Knowsley Freight Terminal or Headbolt       |
|                                              |      |    |      | Lane                                        |
| Rainford Jn                                  |      |    |      | Single line from 24 miles 39 chains to/from |
|                                              |      |    |      | Headbolt Lane                               |
| Dale Lane Jn                                 |      |    |      | For timing purposes this location shown as  |
|                                              |      |    |      | Dale Lane Ground Frame                      |
| Dale Lane Ground Frame                       | –    | –  | S    | For trains to/from Knowsley Freight         |
|                                              |      |    |      | Terminal only                               |
| Knowsley Freight Terminal                    |      | –  | F    |                                             |
| Headbolt Lane                                |      | –  |      | Platform detail must be shown               |
