|                                                   |                    |                    |                                   |
|:--------------------------------------------------|:-------------------|:-------------------|:----------------------------------|
| SO310 HITHER GREEN TO MAIDSTONE WEST (VIA SIDCUP) |                    |                    |                                   |
| TIMING POINT                                      | DOWN               | UP                 | NOTES                             |
| Hither Green – Lee                                | 21⁄2*              | 21⁄2               | DOWN                              |
|                                                   |                    |                    | 4 minutes if preceding freight is |
|                                                   |                    |                    | from Lee Spur Junction            |
| Lee – Crayford                                    | 2 Non-Stopping *   | 2 Non-Stopping *   | DOWN                              |
|                                                   | 21⁄2 Stopping      | 21⁄2 Stopping      | *21⁄2 Following Freight           |
|                                                   |                    |                    |                                   |
|                                                   |                    |                    | UP                                |
|                                                   |                    |                    | 3 minutes if preceding train      |
|                                                   |                    |                    | travels towards Lee Spur Junction |
| Crayford – Hoo Junction                           | 2 Non-Stopping     | 2 Non-Stopping     |                                   |
|                                                   | 21⁄2 Stopping      | 21⁄2 Stopping      |                                   |
| Hoo Junction - Strood                             | 3*                 | 2 Non-Stopping *   | *41⁄2 minutes Following Freight   |
|                                                   |                    | 3 Stopping*        |                                   |
| Strood – Cuxton (inclusive)                       | 3 Non-Stopping     | 3 Non-Stopping     |                                   |
|                                                   | 4 Stopping         | 4 Stopping         |                                   |
| Cuxton (exclusive) - Aylesford                    | 4 Non-Stopping     | 4 1⁄2 Non-Stopping |                                   |
|                                                   | 5 Stopping         | 5 1⁄2 Stopping     |                                   |
| Aylesford – Maidstone                             | 3 1⁄2 Non-Stopping | 3 1⁄2 Non-Stopping |                                   |
| Barracks                                          | 4 1⁄2 Stopping     | 4 1⁄2 Stopping     |                                   |
