|                                                                                                      |                                                |                                            |                |
|:-----------------------------------------------------------------------------------------------------|:-----------------------------------------------|:-------------------------------------------|:---------------|
|                                                                                                      | Redbridge                                      |                                            |                |
|                                                                                                      | For Freight trains going towards the Redbridge | Approach Control                           | {1}            |
|                                                                                                      | Goods                                          |                                            |                |
|                                                                                                      | For Freight trains leaving the Redbridge Goods | Speed Differential                         | {1⁄2}*         |
|                                                                                                      | towards Romsey                                 |                                            |                |
|                                                                                                      | Freight trains leaving the Redbridge Goods     | Speed Differential                         | {1}*           |
|                                                                                                      | towards Totton                                 |                                            |                |
|                                                                                                      | * Applies approaching next timing point.       |                                            |                |
|                                                                                                      | Junction Margins                               |                                            |                |
|                                                                                                      | First Movement                                 | Second Movement                            | Margin         |
|                                                                                                      | Between all movements except as below          |                                            | 3              |
|                                                                                                      | Up Bournemouth Line train                      | Down Romsey Line train                     | 11⁄2           |
|                                                                                                      | Freight to/from Redbridge Goods crossing       | Conflicting train arrives/passes Redbridge | 5              |
|                                                                                                      | to/from Romsey line                            |                                            |                |
|                                                                                                      | Down Passenger pass Redbridge to Totton        | Down freight departs from Redbridge Goods  | 2              |
|                                                                                                      |                                                | towards Romsey                             |                |
|                                                                                                      | Simultaneous moves not permitted               |                                            |                |
|                                                                                                      | Down train arrives in Redbridge Platform 2     | Train crossing to/from Redbridge Goods     |                |
|                                                                                                      | Limit of Shunt                                 |                                            |                |
|                                                                                                      |                                                |                                            | Length Limit   |
|                                                                                                      | Up Line (clear of E772)                        | 200m                                       | 8 cars / 5 444 |
| Totton                                                                                               |                                                |                                            |                |
| Dwell Times                                                                                          |                                                |                                            |                |
| All Services                                                                                         | 1                                              |                                            |                |
| Junction Margins                                                                                     |                                                |                                            |                |
| First Movement                                                                                       | Second Movement                                | Margin                                     |                |
| Down train towards Brockenhurst                                                                      | Up train departing Fawley Loops                | 2                                          |                |
| Down train towards Brockenhurst                                                                      | Down train towards Fawley Loops                | 3                                          |                |
| Down train towards Fawley Loops                                                                      | Down train towards Brockenhurst                | 4                                          |                |
| Up train from Brockenhurst                                                                           | Up train from Fawley Loops                     | 3                                          |                |
| Up train from Fawley Loops                                                                           | Up train from Brockenhurst                     | 4                                          |                |
| Up train arrives/passes Platform 1 from Fawley                                                       | Down train departs Platform 2                  | 1#                                         |                |
| Loops                                                                                                |                                                |                                            |                |
| # 11⁄2 following freight.                                                                            |                                                |                                            |                |
| Planning Note                                                                                        |                                                |                                            |                |
| Trains from Redbridge must not be planned to reverse in Platform 2 to depart back towards Redbridge. |                                                |                                            |                |
| Platform Reoccupation                                                                                |                                                |                                            |                |
| All Platforms                                                                                        | 3                                              |                                            |                |
| Brockenhurst                                                                                         |                                                |                                            |                |
| Adjustment to Sectional Running Times                                                                |                                                |                                            |                |
| Movements                                                                                            | Reason                                         | Value                                      |                |
| Down Main Line arrivals Platform 1 or 4                                                              | Approach Control                               | {1}                                        |                |
| Berthing Facilities                                                                                  |                                                |                                            |                |
|                                                                                                      | Cars                                           | Notes                                      |                |
