|                                          |                                     |           |        |                                          |                                            |
|:-----------------------------------------|:------------------------------------|:----------|:-------|:-----------------------------------------|:-------------------------------------------|
|                                          | GW572 FROME NORTH TO WHATLEY QUARRY |           |        |                                          |                                            |
|                                          | LOCATION                            | DIRECTION | USABLE | NOTES                                    |                                            |
|                                          |                                     |           | LENGTH |                                          |                                            |
|                                          |                                     |           | SLU    | Metres                                   |                                            |
|                                          | Frome North Jn (Down Frome)         | Down      | 158    | 1016                                     | Signal W312 to block joint clear of 906pts |
|                                          |                                     |           |        |                                          | at Clink Road Jn                           |
|                                          | Frome North Jn (Up Frome)           | Down      | 158    | 1014                                     | Signal W212 to signal block joint clear of |
|                                          |                                     |           |        |                                          | 906pts at Clink Road Jn                    |
|                                          | Frome North Jn (Up Frome)           | Up        | 158    | 1016                                     | Signal W199 to block joint clear of 911pts |
|                                          |                                     |           |        |                                          | at Frome North Jn                          |
|                                          | Frome North Jn (Up Goods Loop)      | Up        | 59     | 381                                      | Signal W297 to block joint clear of 912B   |
|                                          |                                     |           |        |                                          | pts at Frome North Jn                      |
|                                          |                                     |           |        |                                          | Only accessible from Whatley Quarry line   |
| GW580 EAST SOMERSET JUNCTION TO CRANMORE |                                     |           |        |                                          |                                            |
| TIMING POINT                             | DIRECTION                           | USABLE    | NOTES  |                                          |                                            |
|                                          |                                     | LENGTH    |        |                                          |                                            |
|                                          |                                     | SLU       | Metres |                                          |                                            |
| East Somerset Junction (Branch           | Down                                | 91        | 588    | Signal W324 to block joint clear of 941A |                                            |
| Loop)                                    |                                     |           |        | pts                                      |                                            |
