|                                                                |      |      |    |         |                                         |
|:---------------------------------------------------------------|:-----|:-----|:---|:--------|:----------------------------------------|
| LN880 YORK TO SCARBOROUGH                                      |      |      |    |         |                                         |
| Timing Section                                                 | Type | LH   | MU | Cl 6    | Remarks                                 |
|                                                                |      | HST  | LL |         |                                         |
|                                                                |      | EPU  |    |         |                                         |
|                                                                |      | Cl 4 |    |         |                                         |
|                                                                |      | 22X  |    |         |                                         |
| Down – Weekdays                                                |      |      |    |         |                                         |
| Approach Malton                                                | E    | 1    | 1  | 1       |                                         |
| Approach Scarborough                                           | P    | 3    | 1  |         |                                         |
| Up – Weekdays                                                  |      |      |    |         |                                         |
| Approach Malton                                                | P    |      | 1  |         |                                         |
| Approach York                                                  | P    | 2    |    |         |                                         |
| E                                                              | 1    | 1    | 1  |         |                                         |
| LN882 WAKEFIELD KIRKGATE WEST JUNCTION TO GOOLE POTTERS GRANGE |      |      |    |         |                                         |
| JUNCTION                                                       |      |      |    |         |                                         |
| Timing Section                                                 | Type | LH   | MU | Freight | Remarks                                 |
|                                                                |      | HST  | LL |         |                                         |
|                                                                |      | EPU  |    |         |                                         |
|                                                                |      | 22X  |    |         |                                         |
| Down – Weekdays                                                |      |      |    |         |                                         |
| Approach Pontefract                                            | E    |      | 1* |         | * Trains terminating from Wakefield     |
|                                                                |      |      |    |         | direction                               |
|                                                                | P    |      | 1* |         |                                         |
| Approach Knottingley                                           | E    | 1    | 1* | 1       | *Terminating trains only                |
|                                                                | P    |      | 1* |         |                                         |
| Approach Goole                                                 | P    |      | 2  |         |                                         |
| Up – Weekdays                                                  |      |      |    |         |                                         |
| Approach Knottingley                                           | P    |      | 1  |         |                                         |
| Approach Wakefield Kirkgate                                    | E    |      | 1  |         |                                         |
| LN898 NEVILLE HILL EAST JUNCTION TO HULL                       |      |      |    |         |                                         |
| Timing Section                                                 | Type | LH   | MU | Freight | Remarks                                 |
|                                                                |      | HST  |    |         |                                         |
|                                                                |      | 80X  |    |         |                                         |
|                                                                |      | 22X  |    |         |                                         |
| Down                                                           |      |      |    |         |                                         |
| Approach Selby                                                 | P    | 1    | 1  |         | Terminating Services Only               |
|                                                                | E    | 1    | 1  | 1       |                                         |
| Approach Gilberdyke                                            | P    | 1*   | 1* |         | *TPE and Northern Services Only         |
| Approach Hessle Road Jn                                        | E    | 1    | 1  | 1       |                                         |
| Up                                                             |      |      |    |         |                                         |
| Approach Selby                                                 | E    | 1    | 1  | 1       |                                         |
| Approach Gascoigne Wood Jn                                     | E    | 1    | 1* | 1       | *Does not apply to services starting at |
|                                                                |      |      |    |         | Selby                                   |
