|                                          |                                      |        |
|:-----------------------------------------|:-------------------------------------|:-------|
| GW548 PARSON STREET JUNCTION TO PORTBURY |                                      |        |
| Ashton Junction                          |                                      |        |
| Junction Margins                         |                                      |        |
| First Movement                           | Second Movement                      | Margin |
| Up train passing Ashton Junction         | Down train departing Ashton Junction | 4      |
| Down train passing Parson Street         | Up train departing Ashton Junction   | 4      |
|                                          | Signal B335                          |        |
| Ashton Junction Signal B335              |                                      |        |
| Dwell Time                               | 2$                                   |        |
