|                                                              |      |       |    |    |                                           |
|:-------------------------------------------------------------|:-----|:------|:---|:---|:------------------------------------------|
| NW7007 FARINGTON CURVE JN TO ORMSKIRK                        |      |       |    |    |                                           |
| Timing Section                                               | Type | FL/ML | SL | GL | Remarks                                   |
| Down – Daily                                                 |      |       |    |    |                                           |
| Approaching Ormskirk                                         | E    | 1     |    |    | Only applies to MU trains                 |
| Up – Daily                                                   |      |       |    |    |                                           |
| Approaching Farington Curve Jn                               | E    | 1     |    |    | Only applies to MU trains                 |
|                                                              |      |       |    |    | May be taken between Farington Curve Jn   |
|                                                              |      |       |    |    | and Preston on route NW1001               |
| NW7009 FARINGTON CURVE JN TO HALL ROYD JN (EAST LANCS LINES) |      |       |    |    |                                           |
| Timing Section                                               | Type | FL/ML | SL | GL | Remarks                                   |
| Down – Daily                                                 |      |       |    |    |                                           |
| Approaching Hall Royd Jn                                     | E    | 2     |    |    | These allowances also apply to trains     |
|                                                              |      |       |    |    | terminating at Blackburn from the Preston |
|                                                              |      |       |    |    | direction                                 |
| Up – Daily                                                   |      |       |    |    |                                           |
