|                                                                                        |    |
|:---------------------------------------------------------------------------------------|---:|
| rrival from Newport Docks to the Cardiff direction (including run-round)               | 60 |
| rrival from Newport Docks to Newport direction                                         | 30 |
| rrival from the Cardiff direction to being placed in the Branch Sidings and vice-versa | 15 |
